scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,stage,population_seed,scenario_key,probability_p_json,probability_q_json,family,margin_p,margin_q,target_mi_p,target_mi_q,regular,pattern_p,pattern_q,min_expected_p,min_expected_q,different_distributions_l1,simulation_seed
random_2x5_d4,1.0,4.0,2,5,200,400,0.07,10.0,0.8,0.4407927597185516,1.1806647827926982,1.0,0.06999999999999962,0.07000000000000206,-2.4424906541753444e-15,0.8108166445401082,0.12263434913081515,0.073148289522018,0.019537283231545688,0.035623010317270616,0.024153043536389134,0.00018027298682805098,4.830608707277826,0.07210919473122039,0.0,0.0,0.0,0.1,False,broad,91370211.0,broad:91370211:random_2x5_d4,"[[0.1441569937174129, 0.05423898669424893, 0.07545610302234346, 0.16288776678283323, 0.17625762733164063], [0.11884744550347774, 0.12198508685704748, 0.04293358038500677, 0.024153043536389134, 0.07908336616959986]]","[[0.007755484137303741, 0.06349428872623226, 0.09378516166397455, 0.2678822010092864, 0.22181992895722977], [0.01149211186766238, 0.00018027298682805098, 0.0030869152010966007, 0.13877977962692833, 0.1917238558234579]]",,,,,,,,,,,,
random_2x5_d5,1.0,5.0,2,5,120,480,0.15,2.0,20.0,0.4999476836429738,0.5718265374402387,1.0,0.15000000000000013,0.1500000000000019,-1.7763568394002505e-15,0.9865696143808933,0.25115192905796446,0.23547702380190075,0.12528881426865435,0.20388286001692543,0.006441147951966532,0.023846310394269706,0.7729377542359839,11.446228989249459,0.0,0.0,0.3,0.0,False,broad,91370211.0,broad:91370211:random_2x5_d5,"[[0.016390722547076682, 0.006441147951966532, 0.37786407469452044, 0.034617432179977065, 0.03458663291445532], [0.0696404460290757, 0.039069342074627166, 0.1441846685440926, 0.14081609817643645, 0.1363894348877722]]","[[0.023846310394269706, 0.31110415562948784, 0.05651365092783254, 0.061605307736179116, 0.09441375990462242], [0.14580133564616368, 0.05725966157690233, 0.06316401762447178, 0.11405479986826245, 0.07223700069180809]]",,,,,,,,,,,,
random_3x3_d0,2.0,0.0,3,3,900,900,0.03,50.0,50.0,0.2608048433390121,0.23879457618950475,1.0,0.030000000000002025,0.030000000000000027,1.9984014443252818e-15,0.34500790002018755,0.05771731446509464,0.05979339531726369,0.014194509728875149,0.027482915811687176,0.055801093940644746,0.06366318350606218,50.22098454658027,57.29686515545596,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_3x3_d0,"[[0.08276578917223511, 0.10011938497432964, 0.1283126532931966], [0.055801093940644746, 0.14193486787979154, 0.13879779167385173], [0.1458703969514228, 0.08073823710767518, 0.12565978500685268]]","[[0.10755421684292403, 0.13581424820626897, 0.1050567168336315], [0.06366318350606218, 0.08444667579408104, 0.16786607448059224], [0.09003964717259055, 0.15582852384298274, 0.08973071332086664]]",,,,,,,,,,,,
random_3x3_d1,2.0,1.0,3,3,450,900,0.07,20.0,5.0,0.41299090084136575,0.6472887997588883,1.0,0.06999999999998341,0.07000000000000028,-1.687538997430238e-14,0.7194746934521657,0.12105190401577233,0.0933798063449596,0.0032721269921549556,0.006512739357288141,0.02630196194260071,0.00433937407214858,11.83588287417032,3.9054366649337218,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_3x3_d1,"[[0.10673317284399851, 0.19879949201810573, 0.07405577692529232], [0.09724742401313091, 0.11277463644694695, 0.02630196194260071], [0.19626440031156928, 0.06427761948533975, 0.12354551601301587]]","[[0.06777203297184228, 0.1469695237843548, 0.08310684543998186], [0.0968447403058025, 0.19341403261900636, 0.11481460447247284], [0.00433937407214858, 0.24581185899480154, 0.04692698733958931]]",,,,,,,,,,,,
random_3x3_d2,2.0,2.0,3,3,225,900,0.15,5.0,1.2,0.6635452894417556,0.818270902465139,1.0,0.15000000000002167,0.14999999999996017,6.150635556423367e-14,0.9640818203878924,0.2264387709958996,0.22258912697055494,0.082466723245747,0.14594277978660428,0.026413817168843445,0.003857239142900037,5.943108862989775,3.4715152286100333,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_3x3_d2,"[[0.030729982440957537, 0.18696809197400735, 0.25123125879363717], [0.13697932733403506, 0.1235709851792082, 0.026413817168843445], [0.10270182118984458, 0.0981246088548965, 0.04328010706457012]]","[[0.1553144785747641, 0.06230369607666619, 0.09134423206545447], [0.09245678657940577, 0.003857239142900037, 0.30711898310305225], [0.16253923053298244, 0.06487140807741164, 0.06019394584736317]]",,,,,,,,,,,,
random_3x3_d3,2.0,3.0,3,3,1800,1800,0.03,1.0,0.5,0.20738978855790066,0.45599693821466647,1.0,0.030000000000000027,0.030000000000011018,-1.099120794378905e-14,1.5632490648835118,0.05808727993494347,0.04613513312950705,0.01411730004474021,0.02759761827996798,0.0013478631970852194,0.001040274335219036,2.4261537547533947,1.8724938033942649,0.0,0.0,0.1111111111111111,0.0,False,broad,91370211.0,broad:91370211:random_3x3_d3,"[[0.13458560821940277, 0.026070753692037252, 0.32120922164592786], [0.2439621704994843, 0.04225792904608832, 0.21015513696991558], [0.010624541199897721, 0.0013478631970852194, 0.009786775530161043]]","[[0.025016453945542277, 0.003026575974419215, 0.10321040807957158], [0.0035209320478352493, 0.001040274335219036, 0.060801643248512845], [0.28108432683351914, 0.0637601159177877, 0.45853926961759306]]",,,,,,,,,,,,
random_3x3_d4,2.0,4.0,3,3,180,360,0.07,10.0,0.8,0.4097098354962261,0.7293732618519376,1.0,0.0699999999999299,0.06999999999999984,-6.994405055138486e-14,1.0319410748745341,0.12604816488590834,0.08954579556013549,0.04511101295748765,0.07876575683712962,0.0417768910421368,0.0006944651513942913,7.519840387584623,0.2500074545019449,0.0,0.0,0.0,0.2222222222222222,True,broad,91370211.0,broad:91370211:random_3x3_d4,"[[0.0417768910421368, 0.12196281916866696, 0.16408791506045364], [0.17399607161557762, 0.0844947788984144, 0.06536886423110969], [0.09947441948284955, 0.11573122776622034, 0.13310701273457112]]","[[0.0006944651513942913, 0.027410926323551407, 0.005949922413170762], [0.3404858943398165, 0.29279320014310184, 0.20655115769945026], [0.0033220975099813566, 0.09640139710701694, 0.026390939312516477]]",,,,,,,,,,,,
random_3x3_d5,2.0,5.0,3,3,120,480,0.15,2.0,20.0,1.1350267565341439,0.6172844531263797,1.0,0.1499999999999999,0.14999999999999702,2.886579864025407e-15,0.68456584486707,0.21155268973682828,0.26136300671437457,0.12867894704501714,0.22913419260881135,0.001202530618482477,0.016586785870836843,0.14430367421789725,7.961657218001685,0.0,0.0,0.3333333333333333,0.0,False,broad,91370211.0,broad:91370211:random_3x3_d5,"[[0.17375549878813734, 0.25734101128777326, 0.24717944771041236], [0.0032097207657102887, 0.07893763393460479, 0.001202530618482477], [0.033464911958683854, 0.015546527092774836, 0.1893627178434208]]","[[0.18553573755022967, 0.07836619992130539, 0.10585499830415308], [0.016586785870836843, 0.2203816640369749, 0.08704611038890725], [0.05937542750224125, 0.0794740202427387, 0.16737905618261298]]",,,,,,,,,,,,
random_3x7_d0,3.0,0.0,3,7,2100,2100,0.03,50.0,50.0,0.24847917251004636,0.2513721929432825,1.0,0.03000000000000025,0.030000000000046434,-4.618527782440651e-14,0.30341228846291446,0.06017357635777758,0.058536117260109086,0.010497255397396543,0.020938558245596036,0.02292744742059415,0.027738243004924005,48.14763958324772,58.25031031034041,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_3x7_d0,"[[0.05486273138382473, 0.06262001510257194, 0.039783138664937996, 0.04427282248940915, 0.04670148730823966, 0.03295853017803865, 0.052619512479749], [0.04040275347673111, 0.02292744742059415, 0.04193512201220239, 0.037499016099382484, 0.06574817609127503, 0.038253184246517316, 0.05927851528825468], [0.05264702175946819, 0.029873103303833935, 0.07667475953345011, 0.059047474878928835, 0.031201205124888172, 0.05520244959092064, 0.05549153356678166]]","[[0.04003931182348517, 0.05783759652108889, 0.0524851480389757, 0.04831692767968239, 0.03382748883219937, 0.05114510012734254, 0.051258159675775884], [0.058708090992850404, 0.05207346553602585, 0.06373550867188738, 0.038483168005848535, 0.027738243004924005, 0.031930517369322786, 0.06042417785523148], [0.0453157208230034, 0.02824522983090105, 0.03540435569475167, 0.0384631665934727, 0.0731799572589253, 0.05861560041004715, 0.05277306525425836]]",,,,,,,,,,,,
random_3x7_d1,3.0,1.0,3,7,1050,2100,0.07,20.0,5.0,0.37786171733521884,0.46585404893009114,1.0,0.07000000000000006,0.06999999999999962,4.440892098500626e-16,0.6573597644821058,0.13349620370780788,0.12514179449081608,0.030496772171787034,0.05627174593195021,0.015850250230909347,0.00435613264858737,16.642762742454813,9.147878562033476,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_3x7_d1,"[[0.019725755802959467, 0.061797171931696517, 0.038043406840122994, 0.02929909656086115, 0.036440507845747, 0.047603168804854594, 0.09599172983249114], [0.04732617762733488, 0.06302730580419823, 0.03773421056385077, 0.05443495414768139, 0.06204455501471166, 0.062281866050428125, 0.03642132783318305], [0.026108294683468803, 0.03810170269787201, 0.033730672851239506, 0.07492071474184164, 0.08875818137056825, 0.030358948763979408, 0.015850250230909347]]","[[0.019778658572241186, 0.00435613264858737, 0.054221623812831576, 0.1408725403637283, 0.04225255268405551, 0.04012816851151915, 0.008614387398001262], [0.07989960448956165, 0.03834482666259392, 0.08406832580985656, 0.09537433557015189, 0.021275549237199858, 0.07951070826259503, 0.06022672704613959], [0.030158918304564, 0.02107916717967861, 0.06386215813220472, 0.06526846771556223, 0.015438741983090075, 0.02475732467526838, 0.010511080940569049]]",,,,,,,,,,,,
random_3x7_d2,3.0,2.0,3,7,525,2100,0.15,5.0,1.2,0.8695198499347931,0.6274420951490435,1.0,0.15000000000000013,0.15000000000000413,-3.9968028886505635e-15,1.1225903790182412,0.22964974524741372,0.27084304008972915,0.10038226637470626,0.2034089070369222,0.0010477716086472156,0.0033454365730888106,0.5500800945397882,7.025416803486502,0.0,0.0,0.09523809523809523,0.0,False,broad,91370211.0,broad:91370211:random_3x7_d2,"[[0.08851063979006817, 0.014937336646058653, 0.006307749736013765, 0.01938401417728115, 0.004314876895985476, 0.002758638372683414, 0.002817335450960115], [0.11918637601130463, 0.07761915299276215, 0.05591389050683288, 0.08275058203954173, 0.01146296856543985, 0.07029839908710635, 0.020731597106984127], [0.044028504411667606, 0.10746890198470761, 0.0010477716086472156, 0.06257400194292181, 0.07132747579805415, 0.11490415929702881, 0.021655627577950216]]","[[0.02824463810203919, 0.0033454365730888106, 0.007045226190318764, 0.007898672844315486, 0.01805319613803595, 0.006357658293548424, 0.028460656938502367], [0.013784731271365968, 0.04404484558911181, 0.030530264972413367, 0.08804455414694481, 0.156627653730044, 0.010468488232465928, 0.22143402601056325], [0.04127574404892512, 0.007664777123272079, 0.12198044096999329, 0.019593979249195943, 0.04500043824149857, 0.03300564688898119, 0.06713892444537563]]",,,,,,,,,,,,
random_3x7_d3,3.0,3.0,3,7,4200,4200,0.03,1.0,0.5,0.25635210746966475,0.4786899907137195,1.0,0.030000000000006688,0.030000000000000027,6.661338147750939e-15,1.499961518594331,0.05690934061573085,0.063070381581749,0.08439342902788027,0.1512854034061621,0.0012943561671754599,3.0369292366118477e-06,5.436295902136932,0.01275510279376976,0.0,0.14285714285714285,0.0,0.14285714285714285,True,broad,91370211.0,broad:91370211:random_3x7_d3,"[[0.02966235105172029, 0.005885775214612538, 0.0020307810375492104, 0.029889233272505526, 0.12707021564113663, 0.06505905347448672, 0.07655560709289469], [0.00893092773579861, 0.006774394857937625, 0.0012943561671754599, 0.014069988849668051, 0.10074644024235838, 0.01968613641218979, 0.07769192530090459], [0.04657856214132248, 0.00895645192167121, 0.0022234267461445144, 0.030147687593060777, 0.120178657938016, 0.04688727563588527, 0.17968075167296177]]","[[0.001638059005379934, 7.018021259550122e-06, 0.06579874447632843, 0.011601323487831605, 0.0015004930612088118, 0.009983281469416834, 0.04977914006106214], [0.027302540849439925, 0.0002828314684601455, 0.3809255370368725, 0.17156695481610265, 0.0195225006901817, 0.09873934848639027, 0.09243216872633359], [0.00429182766341893, 3.0369292366118477e-06, 0.03914300715512815, 0.01159713628312111, 0.0010686894515129742, 0.0057449232537569546, 0.0070714376075573905]]",,,,,,,,,,,,
random_3x7_d4,3.0,4.0,3,7,420,840,0.07,10.0,0.8,0.3990591034596912,0.5321455402109437,1.0,0.07000000000000006,0.06999999999999962,4.440892098500626e-16,1.2525952536835134,0.12779172160739666,0.13076187938228426,0.08025508193354969,0.16187903905328352,0.019209150979387354,1.13781987632719e-06,8.067843411342688,0.0009557686961148396,0.0,0.42857142857142855,0.0,0.42857142857142855,False,broad,91370211.0,broad:91370211:random_3x7_d4,"[[0.05508357900616163, 0.04960135949013076, 0.0736878249702551, 0.03661735165114799, 0.04461594371874862, 0.07759975800045592, 0.04273443677617972], [0.024360406851907275, 0.0658275111097711, 0.055632929154806714, 0.08866971404144901, 0.03979919733371249, 0.0201494066172687, 0.03597508754524605], [0.05031220847383391, 0.02900755923372152, 0.019209150979387354, 0.0256855906083325, 0.06782788227815457, 0.05506337456636232, 0.042539727592966724]]","[[0.015642239838787042, 0.014204240113351722, 0.056051967313727295, 0.017708357943205192, 0.09439502581788163, 0.0008106252472789543, 0.23000377526108234], [0.00034534187537426454, 2.6102264290400964e-05, 0.00023653476462662915, 0.00018728973051210414, 0.0022512875189591303, 1.13781987632719e-06, 0.00032285250730102545], [0.01609256336764279, 0.006629645341725386, 0.11848860525304904, 0.055494137949051926, 0.25216961440534047, 0.0005794555578157119, 0.1183592001091207]]",,,,,,,,,,,,
random_3x7_d5,3.0,5.0,3,7,210,840,0.15,2.0,20.0,1.0465490229990584,0.6628071911327046,1.0,0.15000000000004232,0.1499999999999997,4.263256414560601e-14,0.9530732673541854,0.24649609643498654,0.24409371128559745,0.0979702556407287,0.1709606619331338,0.00011545060545670822,0.0070241660804608854,0.024244627145908727,5.900299507587143,0.047619047619047616,0.0,0.38095238095238093,0.0,False,broad,91370211.0,broad:91370211:random_3x7_d5,"[[0.018555480273954206, 0.041022627907442745, 0.118183841215448, 0.11954372050851474, 0.17015076365815168, 0.043846541490990806, 0.19218789636982236], [0.0006465913900242545, 0.0001293116466867848, 0.015929912226650918, 0.018630179819676962, 0.006347135837652843, 0.027103572503213387, 0.04659798091230601], [0.03372200239127125, 0.00011545060545670822, 0.033855240853933, 0.007214240975612184, 0.022932148951123908, 0.07524749773457179, 0.008037862727495394]]","[[0.04854298032289281, 0.09804911427376455, 0.02137445617312298, 0.04384117895317034, 0.06245145993390658, 0.0790881864253078, 0.09406639130467764], [0.04341674759392545, 0.0070241660804608854, 0.09445555096391127, 0.01730670171980142, 0.007446417874061415, 0.039434531352215973, 0.01132265656780845], [0.038065143088494874, 0.06550929660825881, 0.05045772042316662, 0.07408534830584688, 0.0602723813789447, 0.013642401888911476, 0.030147168767348978]]",,,,,,,,,,,,
random_4x6_d0,4.0,0.0,4,6,2400,2400,0.03,50.0,50.0,0.26347537005246235,0.2329883714410293,1.0,0.030000000000007132,0.029999999999999583,7.549516567451064e-15,0.37564353977573106,0.05743417858381146,0.05744637895527117,0.016598430131090858,0.032154901682321824,0.019183437494725487,0.026394093412059196,46.04024998734117,63.34582418894207,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_4x6_d0,"[[0.042045818075755026, 0.05770590385240882, 0.04144191657045501, 0.05591010576082741, 0.04361875647966583, 0.022680151542773107], [0.019183437494725487, 0.026187225200832023, 0.05684511171121591, 0.04556717617057668, 0.04248618299501757, 0.040973727371638353], [0.025304398694986237, 0.030628284576278968, 0.04419887571573792, 0.045408613034996284, 0.024317752513465893, 0.05196571557063278], [0.052071209893308365, 0.0273061746752309, 0.04227809151984804, 0.05953509666256516, 0.056416434466189304, 0.045923839450868996]]","[[0.044307420607218664, 0.0410441602601006, 0.03667840809890377, 0.08325901418480564, 0.07740893245033699, 0.038813833042004045], [0.05450580294829481, 0.062278689221876876, 0.04045621452622594, 0.027794505073425717, 0.03133587646460395, 0.052907263310869375], [0.029002618611502568, 0.03829662190120873, 0.026394093412059196, 0.039124137457871966, 0.03492507140058458, 0.04782334186793075], [0.0355448312049859, 0.03027233459534246, 0.028084406887531128, 0.0362754255901505, 0.035786049929091436, 0.027680946953074402]]",,,,,,,,,,,,
random_4x6_d1,4.0,1.0,4,6,1200,2400,0.07,20.0,5.0,0.35325310102360363,0.47592050918531764,1.0,0.07000000000000028,0.07000000000000006,2.220446049250313e-16,0.8008183192330012,0.1318549006997789,0.1396542510231666,0.03137830264048702,0.05978580531840687,0.01756965543902538,0.0008226613061170578,21.083586526830455,1.9743871346809387,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_4x6_d1,"[[0.10950958093258667, 0.04498062618242743, 0.04920793221559567, 0.019918556240479262, 0.020722409134960873, 0.040620612597899744], [0.021368083028148487, 0.030587690217320797, 0.03770900584421129, 0.019653809618481444, 0.01756965543902538, 0.030925046424492522], [0.06172808713455029, 0.03142706361250857, 0.04534808340120007, 0.02750609692016051, 0.02352928895129728, 0.04974302034254591], [0.029824126096744653, 0.048287664891790524, 0.06452568295515965, 0.07178664524722034, 0.07178872323801996, 0.03173250933317261]]","[[0.06567821836901369, 0.02545405651945947, 0.18328052060121966, 0.017653265725337448, 0.08466230523277418, 0.14729322147935772], [0.006865518957059732, 0.0030762331716167545, 0.020150179047037337, 0.0008226613061170578, 0.014655613475688133, 0.007687356183855285], [0.01449982656666796, 0.053982709568563624, 0.054502756184858385, 0.02398223616225581, 0.057742102068023285, 0.055941188998898196], [0.053426891835558384, 0.01719356886839323, 0.040363706443635856, 0.0071069422755801115, 0.01403017673095653, 0.029948744228072213]]",,,,,,,,,,,,
random_4x6_d2,4.0,2.0,4,6,600,2400,0.15,5.0,1.2,0.5823199772672535,0.5736518021455479,1.0,0.15000000000000013,0.15000000000000036,-2.220446049250313e-16,0.987017151795351,0.24226833335016618,0.2584582279797357,0.12396478482560025,0.22243803758426473,0.011470528632519766,0.002172091632932161,6.88231717951186,5.213019919037186,0.0,0.0,0.0,0.0,False,broad,91370211.0,broad:91370211:random_4x6_d2,"[[0.020101562493594037, 0.11088832961943858, 0.03982746257639684, 0.016305035155667634, 0.1281913309762827, 0.07790050089245368], [0.029122887925424678, 0.02688976636919195, 0.044520465244024886, 0.07720282439335961, 0.011470528632519766, 0.02458509316786592], [0.0578321724643861, 0.017380917880178415, 0.043709275389949696, 0.061101823282134156, 0.03629075379834328, 0.01573192097256077], [0.015538855220416429, 0.01868674587000707, 0.024975363325816055, 0.021245791829132894, 0.0600913992912928, 0.020409193229562046]]","[[0.03452983970893108, 0.0026399388996328245, 0.01837566397815717, 0.002172091632932161, 0.023505564230853076, 0.02294482253322311], [0.009216548029888538, 0.010461277880008018, 0.2371778959374085, 0.0193484746904589, 0.03942900078904431, 0.07552371783251059], [0.05242576700046678, 0.015738808790899086, 0.06887634660044534, 0.04355059682582109, 0.10161372134591182, 0.048387636504360836], [0.046158717358728285, 0.005225544680610632, 0.03607002356725026, 0.00794278450225262, 0.015610528952467624, 0.06307468772773726]]",,,,,,,,,,,,
