stage,population_seed,scenario_id,scenario_key,replicates,base_valid_n,edgeworth_valid_n,invalid_n,invalid_rate,invalid_raw_cdf_below_zero_n,invalid_raw_cdf_above_one_n,invalid_nonpositive_density_n,invalid_nonfinite_n,invalid_median_abs_statistic,invalid_normal_rejection_rate_05,invalid_normal_rejection_rate_10,candidate_valid_only_fpr_10,candidate_invalid_nonreject_fpr_10,candidate_invalid_reject_fpr_10,candidate_normal_fallback_fpr_10,candidate_left_rejections_10,candidate_right_rejections_10,normal_left_rejections_10,normal_right_rejections_10,candidate_valid_only_fpr_05,candidate_invalid_nonreject_fpr_05,candidate_invalid_reject_fpr_05,candidate_normal_fallback_fpr_05,candidate_left_rejections_05,candidate_right_rejections_05,normal_left_rejections_05,normal_right_rejections_05
strong,91370211,strong_random_10x15_d4,strong:91370211:strong_random_10x15_d4,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0942,0.0942,0.0942,0.0942,209,262,243,237,0.0464,0.0464,0.0464,0.0464,90,142,111,112
strong,91370211,strong_random_10x15_d5,strong:91370211:strong_random_10x15_d5,5000,5000,4997,3,0.0006,0,3,1,0,3.439421758772667,1.0,1.0,0.11046627976786072,0.1104,0.111,0.111,193,359,229,322,0.05683410046027616,0.0568,0.0574,0.0574,97,187,110,162
strong,91370211,strong_random_20x20_d0,strong:91370211:strong_random_20x20_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0944,0.0944,0.0944,0.0944,232,240,232,240,0.0452,0.0452,0.0452,0.0452,104,122,104,122
strong,91370211,strong_random_20x20_d1,strong:91370211:strong_random_20x20_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.089,0.089,0.089,0.089,206,239,214,231,0.0422,0.0422,0.0422,0.0422,99,112,106,107
strong,91370211,strong_random_20x20_d2,strong:91370211:strong_random_20x20_d2,5000,5000,5000,0,0.0,0,0,0,0,,,,0.1024,0.1024,0.1024,0.1024,230,282,247,262,0.0506,0.0506,0.0506,0.0506,110,143,115,131
strong,91370211,strong_random_20x20_d3,strong:91370211:strong_random_20x20_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.1032,0.1032,0.1032,0.1032,259,257,259,256,0.0502,0.0502,0.0502,0.0502,137,114,137,114
strong,91370211,strong_random_20x20_d4,strong:91370211:strong_random_20x20_d4,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0938,0.0938,0.0938,0.0938,219,250,233,239,0.049,0.049,0.049,0.049,102,143,112,132
strong,91370211,strong_random_20x20_d5,strong:91370211:strong_random_20x20_d5,5000,5000,5000,0,0.0,0,0,0,0,,,,0.1176,0.1176,0.1176,0.1176,154,434,175,397,0.0618,0.0618,0.0618,0.0618,65,244,75,207
strong,47628903,strong_random_2x2_d0,strong:47628903:strong_random_2x2_d0,5000,5000,4909,91,0.0182,47,44,35,0,2.4947468565927062,0.967032967032967,1.0,0.0981870034630271,0.0964,0.1146,0.1146,232,250,186,210,0.04970462415970666,0.0488,0.067,0.0664,110,134,95,102
strong,47628903,strong_random_2x2_d1,strong:47628903:strong_random_2x2_d1,5000,5000,4957,43,0.0086,4,39,11,0,2.4112765097660676,1.0,1.0,0.10853338712931208,0.1076,0.1162,0.1162,259,279,335,207,0.058704861811579585,0.0582,0.0668,0.0668,141,150,181,93
strong,47628903,strong_random_2x2_d2,strong:47628903:strong_random_2x2_d2,5000,5000,4984,16,0.0032,0,16,6,0,3.0178375759468183,1.0,1.0,0.09731139646869984,0.097,0.1002,0.1002,220,265,369,223,0.05397271268057785,0.0538,0.057,0.057,118,151,212,117
strong,47628903,strong_random_2x2_d3,strong:47628903:strong_random_2x2_d3,5000,5000,4991,9,0.0018,6,3,3,0,2.816619645643252,1.0,1.0,0.10398717691845322,0.1038,0.1056,0.1056,265,254,238,232,0.055900621118012424,0.0558,0.0576,0.0576,145,134,124,108
strong,47628903,strong_random_2x2_d4,strong:47628903:strong_random_2x2_d4,5000,5000,4926,74,0.0148,16,58,25,0,2.29959805509862,0.8918918918918919,1.0,0.1045473000406009,0.103,0.1178,0.1178,277,238,346,163,0.05278116118554608,0.052,0.0668,0.0652,141,119,195,74
strong,47628903,strong_random_2x2_d5,strong:47628903:strong_random_2x2_d5,5000,5000,4999,1,0.0002,0,1,0,0,2.928121944273042,1.0,1.0,0.10362072414482897,0.1036,0.1038,0.1038,246,272,400,223,0.060012002400480095,0.06,0.0602,0.0602,138,162,232,124
strong,47628903,strong_random_2x5_d0,strong:47628903:strong_random_2x5_d0,5000,5000,4988,12,0.0024,7,5,1,0,3.0147624187505078,1.0,1.0,0.09903769045709704,0.0988,0.1012,0.1012,249,245,230,219,0.05252606255012029,0.0524,0.0548,0.0548,128,134,113,113
strong,47628903,strong_random_2x5_d1,strong:47628903:strong_random_2x5_d1,5000,5000,4991,9,0.0018,0,9,4,0,2.985971025380389,1.0,1.0,0.10779402925265479,0.1076,0.1094,0.1094,271,267,333,228,0.055299539170506916,0.0552,0.057,0.057,126,150,173,98
strong,47628903,strong_random_2x5_d2,strong:47628903:strong_random_2x5_d2,5000,5000,4989,11,0.0022,0,11,5,0,3.305046276833145,1.0,1.0,0.0974143114852676,0.0972,0.0994,0.0994,205,281,298,235,0.04950891962317098,0.0494,0.0516,0.0516,94,153,161,117
strong,47628903,strong_random_2x5_d3,strong:47628903:strong_random_2x5_d3,5000,5000,4999,1,0.0002,0,1,0,0,3.7392612573042783,1.0,1.0,0.10642128425685136,0.1064,0.1066,0.1066,275,257,260,247,0.05401080216043209,0.054,0.0542,0.0542,134,136,122,122
strong,47628903,strong_random_2x5_d4,strong:47628903:strong_random_2x5_d4,5000,5000,4982,18,0.0036,0,18,8,0,2.8108314434379,1.0,1.0,0.10136491368928141,0.101,0.1046,0.1046,231,274,287,210,0.05499799277398635,0.0548,0.0584,0.0584,123,151,172,95
strong,47628903,strong_random_2x5_d5,strong:47628903:strong_random_2x5_d5,5000,5000,4979,21,0.0042,0,21,5,0,2.870363229628248,1.0,1.0,0.11307491464149427,0.1126,0.1168,0.1168,244,319,350,270,0.06206065474994979,0.0618,0.066,0.066,117,192,202,145
strong,47628903,strong_random_3x3_d0,strong:47628903:strong_random_3x3_d0,5000,5000,4977,23,0.0046,14,9,8,0,2.964456578758276,1.0,1.0,0.11211573236889692,0.1116,0.1162,0.1162,275,283,249,244,0.057665260196905765,0.0574,0.062,0.062,144,143,123,114
strong,47628903,strong_random_3x3_d1,strong:47628903:strong_random_3x3_d1,5000,5000,4984,16,0.0032,0,16,4,0,2.7320694037440987,1.0,1.0,0.09871589085072231,0.0984,0.1016,0.1016,228,264,282,195,0.048956661316211875,0.0488,0.052,0.052,112,132,146,93
strong,47628903,strong_random_3x3_d2,strong:47628903:strong_random_3x3_d2,5000,5000,4992,8,0.0016,0,8,4,0,3.4771954746977407,1.0,1.0,0.09775641025641026,0.0976,0.0992,0.0992,200,288,293,252,0.04907852564102564,0.049,0.0506,0.0506,88,157,161,136
strong,47628903,strong_random_3x3_d3,strong:47628903:strong_random_3x3_d3,5000,5000,4995,5,0.001,2,3,1,0,3.4123701076990884,1.0,1.0,0.10770770770770771,0.1076,0.1086,0.1086,264,274,249,250,0.05865865865865866,0.0586,0.0596,0.0596,150,143,136,131
strong,47628903,strong_random_3x3_d4,strong:47628903:strong_random_3x3_d4,5000,5000,4974,26,0.0052,0,26,9,0,2.5323894860402647,1.0,1.0,0.1033373542420587,0.1028,0.108,0.108,259,255,331,177,0.05227181342983514,0.052,0.0572,0.0572,121,139,174,80
strong,47628903,strong_random_3x3_d5,strong:47628903:strong_random_3x3_d5,5000,5000,4936,64,0.0128,0,64,21,0,2.5371882894037467,1.0,1.0,0.1094003241491086,0.108,0.1208,0.1208,220,320,342,290,0.06219611021069692,0.0614,0.0742,0.0742,113,194,205,158
strong,47628903,strong_random_3x7_d0,strong:47628903:strong_random_3x7_d0,5000,5000,4998,2,0.0004,1,1,0,0,3.6234279886672915,1.0,1.0,0.10044017607042817,0.1004,0.1008,0.1008,260,242,248,233,0.051220488195278115,0.0512,0.0516,0.0516,122,134,109,116
strong,47628903,strong_random_3x7_d1,strong:47628903:strong_random_3x7_d1,5000,5000,4998,2,0.0004,0,2,1,0,3.4923337099605134,1.0,1.0,0.09783913565426171,0.0978,0.0982,0.0982,220,269,253,230,0.04661864745898359,0.0466,0.047,0.047,103,130,137,98
strong,47628903,strong_random_3x7_d2,strong:47628903:strong_random_3x7_d2,5000,5000,4988,12,0.0024,0,12,3,0,3.136540831343838,1.0,1.0,0.10866078588612671,0.1084,0.1108,0.1108,248,294,303,237,0.0545308740978348,0.0544,0.0568,0.0568,106,166,151,121
strong,47628903,strong_random_3x7_d3,strong:47628903:strong_random_3x7_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.1008,0.1008,0.1008,0.1008,262,242,255,233,0.0528,0.0528,0.0528,0.0528,145,119,132,115
strong,47628903,strong_random_3x7_d4,strong:47628903:strong_random_3x7_d4,5000,5000,4985,15,0.003,0,15,5,0,2.7703633057925527,1.0,1.0,0.10551654964894684,0.1052,0.1082,0.1082,244,282,293,242,0.05436308926780341,0.0542,0.0572,0.0572,120,151,144,109
strong,47628903,strong_random_3x7_d5,strong:47628903:strong_random_3x7_d5,5000,5000,4971,29,0.0058,0,29,7,0,2.820526472775755,1.0,1.0,0.1056125528062764,0.105,0.1108,0.1108,197,328,286,284,0.05632669483001408,0.056,0.0618,0.0618,97,183,155,139
strong,47628903,strong_random_4x6_d0,strong:47628903:strong_random_4x6_d0,5000,5000,4998,2,0.0004,2,0,1,0,3.689790298654123,1.0,1.0,0.10104041616646658,0.101,0.1014,0.1014,255,250,242,239,0.049019607843137254,0.049,0.0494,0.0494,132,113,122,102
strong,47628903,strong_random_4x6_d1,strong:47628903:strong_random_4x6_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.094,0.094,0.094,0.094,209,261,250,227,0.044,0.044,0.044,0.044,90,130,113,100
strong,47628903,strong_random_4x6_d2,strong:47628903:strong_random_4x6_d2,5000,5000,4997,3,0.0006,0,3,1,0,3.1595262061308373,1.0,1.0,0.09825895537322393,0.0982,0.0988,0.0988,223,268,285,234,0.04742845707424455,0.0474,0.048,0.048,95,142,145,108
strong,47628903,strong_random_4x6_d3,strong:47628903:strong_random_4x6_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0974,0.0974,0.0974,0.0974,251,236,246,233,0.0512,0.0512,0.0512,0.0512,132,124,125,117
strong,47628903,strong_random_4x6_d4,strong:47628903:strong_random_4x6_d4,5000,5000,4984,16,0.0032,0,16,4,0,2.8463854580146855,1.0,1.0,0.10373194221508829,0.1034,0.1066,0.1066,251,266,300,217,0.048154093097913325,0.048,0.0512,0.0512,100,140,143,104
strong,47628903,strong_random_4x6_d5,strong:47628903:strong_random_4x6_d5,5000,5000,4979,21,0.0042,0,21,7,0,2.8784962963616456,1.0,1.0,0.10423779875477003,0.1038,0.108,0.108,193,326,274,267,0.05724040972082747,0.057,0.0612,0.0612,100,185,150,131
strong,47628903,strong_random_5x5_d0,strong:47628903:strong_random_5x5_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.092,0.092,0.092,0.092,243,217,233,208,0.0466,0.0466,0.0466,0.0466,127,106,113,100
strong,47628903,strong_random_5x5_d1,strong:47628903:strong_random_5x5_d1,5000,5000,4999,1,0.0002,0,1,0,0,3.004463803923312,1.0,1.0,0.09681936387277455,0.0968,0.097,0.097,247,237,280,192,0.04620924184836967,0.0462,0.0464,0.0464,115,116,143,86
strong,47628903,strong_random_5x5_d2,strong:47628903:strong_random_5x5_d2,5000,5000,4990,10,0.002,0,10,3,0,3.120479106303298,1.0,1.0,0.10160320641282565,0.1014,0.1034,0.1034,224,283,282,240,0.04589178356713427,0.0458,0.0478,0.0478,89,140,140,99
strong,47628903,strong_random_5x5_d3,strong:47628903:strong_random_5x5_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0928,0.0928,0.0928,0.0928,221,243,217,239,0.0478,0.0478,0.0478,0.0478,114,125,108,119
strong,47628903,strong_random_5x5_d4,strong:47628903:strong_random_5x5_d4,5000,5000,4985,15,0.003,0,15,4,0,2.9256600728153517,1.0,1.0,0.09127382146439318,0.091,0.094,0.094,191,264,247,216,0.04573721163490471,0.0456,0.0486,0.0486,86,142,116,102
strong,47628903,strong_random_5x5_d5,strong:47628903:strong_random_5x5_d5,5000,5000,4978,22,0.0044,0,22,6,0,2.988254350503096,1.0,1.0,0.10968260345520289,0.1092,0.1136,0.1136,190,356,273,301,0.05745279228605866,0.0572,0.0616,0.0616,90,196,140,168
strong,47628903,strong_random_5x10_d0,strong:47628903:strong_random_5x10_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0966,0.0966,0.0966,0.0966,244,239,236,232,0.0522,0.0522,0.0522,0.0522,138,123,130,119
strong,47628903,strong_random_5x10_d1,strong:47628903:strong_random_5x10_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0998,0.0998,0.0998,0.0998,213,286,237,244,0.0496,0.0496,0.0496,0.0496,111,137,128,106
strong,47628903,strong_random_5x10_d2,strong:47628903:strong_random_5x10_d2,5000,5000,4996,4,0.0008,0,4,1,0,3.3053757570038997,1.0,1.0,0.10708566853482786,0.107,0.1078,0.1078,251,284,294,253,0.04983987189751801,0.0498,0.0506,0.0506,102,147,139,125
strong,47628903,strong_random_5x10_d3,strong:47628903:strong_random_5x10_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0988,0.0988,0.0988,0.0988,249,245,249,242,0.0486,0.0486,0.0486,0.0486,117,126,116,121
strong,47628903,strong_random_5x10_d4,strong:47628903:strong_random_5x10_d4,5000,5000,4994,6,0.0012,0,6,1,0,3.189766643249909,1.0,1.0,0.09251101321585903,0.0924,0.0936,0.0936,176,286,211,245,0.04925911093311974,0.0492,0.0504,0.0504,89,157,110,119
strong,47628903,strong_random_5x10_d5,strong:47628903:strong_random_5x10_d5,5000,5000,4986,14,0.0028,0,14,3,0,3.0585039915175485,1.0,1.0,0.11532290413156839,0.115,0.1178,0.1178,241,334,292,293,0.06036903329322102,0.0602,0.063,0.063,119,182,169,151
strong,47628903,strong_random_8x8_d0,strong:47628903:strong_random_8x8_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.092,0.092,0.092,0.092,225,235,219,229,0.0466,0.0466,0.0466,0.0466,115,118,112,114
strong,47628903,strong_random_8x8_d1,strong:47628903:strong_random_8x8_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0948,0.0948,0.0948,0.0948,235,239,255,215,0.0496,0.0496,0.0496,0.0496,113,135,141,109
strong,47628903,strong_random_8x8_d2,strong:47628903:strong_random_8x8_d2,5000,5000,4999,1,0.0002,0,1,0,0,3.639637138373327,1.0,1.0,0.11282256451290258,0.1128,0.113,0.113,265,299,294,262,0.05461092218443689,0.0546,0.0548,0.0548,118,155,150,131
strong,47628903,strong_random_8x8_d3,strong:47628903:strong_random_8x8_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0932,0.0932,0.0932,0.0932,271,195,269,193,0.049,0.049,0.049,0.049,144,101,141,99
strong,47628903,strong_random_8x8_d4,strong:47628903:strong_random_8x8_d4,5000,5000,4998,2,0.0004,0,2,1,0,3.502082727261901,1.0,1.0,0.09623849539815926,0.0962,0.0966,0.0966,224,257,257,228,0.04661864745898359,0.0466,0.047,0.047,105,128,138,107
strong,47628903,strong_random_8x8_d5,strong:47628903:strong_random_8x8_d5,5000,5000,4988,12,0.0024,0,12,5,0,3.1735518996798238,1.0,1.0,0.10765838011226944,0.1074,0.1098,0.1098,199,338,266,297,0.057337610264635124,0.0572,0.0596,0.0596,86,200,132,151
strong,47628903,strong_random_8x12_d0,strong:47628903:strong_random_8x12_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.098,0.098,0.098,0.098,267,223,264,222,0.0468,0.0468,0.0468,0.0468,129,105,128,103
strong,47628903,strong_random_8x12_d1,strong:47628903:strong_random_8x12_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.094,0.094,0.094,0.094,215,255,241,230,0.0462,0.0462,0.0462,0.0462,97,134,111,121
strong,47628903,strong_random_8x12_d2,strong:47628903:strong_random_8x12_d2,5000,5000,4998,2,0.0004,0,2,0,0,3.5652612246644875,1.0,1.0,0.1014405762304922,0.1014,0.1018,0.1018,229,278,261,254,0.049019607843137254,0.049,0.0494,0.0494,102,143,130,115
strong,47628903,strong_random_8x12_d3,strong:47628903:strong_random_8x12_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0944,0.0944,0.0944,0.0944,249,223,248,221,0.0458,0.0458,0.0458,0.0458,122,107,122,106
strong,47628903,strong_random_8x12_d4,strong:47628903:strong_random_8x12_d4,5000,5000,4999,1,0.0002,0,1,0,0,3.4370296627172494,1.0,1.0,0.08981796359271854,0.0898,0.09,0.09,209,240,233,215,0.04280856171234247,0.0428,0.043,0.043,94,120,111,98
strong,47628903,strong_random_8x12_d5,strong:47628903:strong_random_8x12_d5,5000,5000,4994,6,0.0012,0,6,1,0,3.1847864558517247,1.0,1.0,0.10973167801361634,0.1096,0.1108,0.1108,193,355,237,304,0.05726872246696035,0.0572,0.0584,0.0584,95,191,135,153
strong,47628903,strong_random_10x10_d0,strong:47628903:strong_random_10x10_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0968,0.0968,0.0968,0.0968,244,240,242,239,0.0452,0.0452,0.0452,0.0452,110,116,107,115
strong,47628903,strong_random_10x10_d1,strong:47628903:strong_random_10x10_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0984,0.0984,0.0984,0.0984,237,255,245,228,0.0472,0.0472,0.0472,0.0472,117,119,132,102
strong,47628903,strong_random_10x10_d2,strong:47628903:strong_random_10x10_d2,5000,5000,4999,1,0.0002,0,1,0,0,3.6353928958453583,1.0,1.0,0.09481896379275855,0.0948,0.095,0.095,202,272,215,243,0.05061012202440488,0.0506,0.0508,0.0508,104,149,128,120
strong,47628903,strong_random_10x10_d3,strong:47628903:strong_random_10x10_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.094,0.094,0.094,0.094,238,232,236,231,0.0496,0.0496,0.0496,0.0496,125,123,124,119
strong,47628903,strong_random_10x10_d4,strong:47628903:strong_random_10x10_d4,5000,5000,4999,1,0.0002,0,1,1,0,4.772522254496753,1.0,1.0,0.09161832366473295,0.0916,0.0918,0.0918,183,275,205,243,0.04700940188037608,0.047,0.0472,0.0472,90,145,104,111
strong,47628903,strong_random_10x10_d5,strong:47628903:strong_random_10x10_d5,5000,5000,4993,7,0.0014,0,7,1,0,3.229910858592307,1.0,1.0,0.11556178650110155,0.1154,0.1168,0.1168,186,391,225,334,0.06248748247546565,0.0624,0.0638,0.0638,95,217,120,166
strong,47628903,strong_random_10x15_d0,strong:47628903:strong_random_10x15_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.084,0.084,0.084,0.084,212,208,212,205,0.041,0.041,0.041,0.041,106,99,104,98
strong,47628903,strong_random_10x15_d1,strong:47628903:strong_random_10x15_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0882,0.0882,0.0882,0.0882,227,214,242,204,0.043,0.043,0.043,0.043,101,114,112,99
strong,47628903,strong_random_10x15_d2,strong:47628903:strong_random_10x15_d2,5000,5000,4999,1,0.0002,0,1,0,0,3.9651796047590744,1.0,1.0,0.09841968393678736,0.0984,0.0986,0.0986,215,277,231,251,0.04960992198439688,0.0496,0.0498,0.0498,106,142,123,124
strong,47628903,strong_random_10x15_d3,strong:47628903:strong_random_10x15_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0992,0.0992,0.0992,0.0992,255,241,254,240,0.0524,0.0524,0.0524,0.0524,135,127,134,127
strong,47628903,strong_random_10x15_d4,strong:47628903:strong_random_10x15_d4,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0912,0.0912,0.0912,0.0912,205,251,238,224,0.0414,0.0414,0.0414,0.0414,86,121,107,94
strong,47628903,strong_random_10x15_d5,strong:47628903:strong_random_10x15_d5,5000,5000,4997,3,0.0006,0,3,0,0,3.6202378225585834,1.0,1.0,0.10766459875925555,0.1076,0.1082,0.1082,184,354,205,297,0.054032419451671004,0.054,0.0546,0.0546,83,187,99,159
strong,47628903,strong_random_20x20_d0,strong:47628903:strong_random_20x20_d0,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0934,0.0934,0.0934,0.0934,240,227,239,226,0.0442,0.0442,0.0442,0.0442,116,105,116,103
strong,47628903,strong_random_20x20_d1,strong:47628903:strong_random_20x20_d1,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0872,0.0872,0.0872,0.0872,217,219,226,212,0.0424,0.0424,0.0424,0.0424,102,110,106,97
strong,47628903,strong_random_20x20_d2,strong:47628903:strong_random_20x20_d2,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0972,0.0972,0.0972,0.0972,210,276,226,257,0.0456,0.0456,0.0456,0.0456,101,127,111,114
strong,47628903,strong_random_20x20_d3,strong:47628903:strong_random_20x20_d3,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0966,0.0966,0.0966,0.0966,251,232,251,229,0.05,0.05,0.05,0.05,131,119,131,119
strong,47628903,strong_random_20x20_d4,strong:47628903:strong_random_20x20_d4,5000,5000,5000,0,0.0,0,0,0,0,,,,0.0932,0.0932,0.0932,0.0932,201,265,216,251,0.0456,0.0456,0.0456,0.0456,90,138,97,121
strong,47628903,strong_random_20x20_d5,strong:47628903:strong_random_20x20_d5,5000,5000,4999,1,0.0002,0,1,0,0,3.9450034427146154,1.0,1.0,0.11302260452090418,0.113,0.1132,0.1132,143,422,169,398,0.0592118423684737,0.0592,0.0594,0.0594,68,228,81,201
stress,91370211,stress_random_2x2_d0_n20_20,stress:91370211:stress_random_2x2_d0_n20_20,10000,9989,9474,515,0.0515,266,249,180,0,1.9328833315697929,0.4679611650485437,0.654368932038835,0.08359721342621912,0.07928721593753128,0.13084392832115327,0.11302432675943538,399,393,266,252,0.04528182393920203,0.04294724196616278,0.09450395434978476,0.0670737811592752,215,214,163,161
stress,91370211,stress_random_2x2_d0_n30_30,stress:91370211:stress_random_2x2_d0_n30_30,10000,9996,9461,535,0.0535,266,269,62,0,1.6581345754580021,0.22429906542056074,0.508411214953271,0.09798118592114999,0.09273709483793517,0.14625850340136054,0.11994797919167667,477,450,183,189,0.05084029172391925,0.04811924769907963,0.101640656262505,0.060124049619847936,242,239,75,75
stress,91370211,stress_random_2x2_d0_n50_50,stress:91370211:stress_random_2x2_d0_n50_50,10000,10000,9280,720,0.072,333,387,66,0,1.6567622530769666,0.19305555555555556,0.5222222222222223,0.10107758620689655,0.0938,0.1658,0.1314,492,446,220,244,0.052155172413793104,0.0484,0.1204,0.0623,268,216,65,81
stress,91370211,stress_random_2x2_d0_n100_100,stress:91370211:stress_random_2x2_d0_n100_100,10000,10000,9248,752,0.0752,375,377,95,0,1.7736042894870492,0.29521276595744683,0.6768617021276596,0.10910467128027682,0.1009,0.1761,0.1518,528,481,344,321,0.057742214532871976,0.0534,0.1286,0.0756,296,238,123,110
stress,91370211,stress_random_2x5_d5_n30_120,stress:91370211:stress_random_2x5_d5_n30_120,10000,10000,9850,150,0.015,8,142,42,0,2.5158134945576025,0.96,1.0,0.13106598984771572,0.1291,0.1441,0.1441,513,778,935,661,0.0783756345177665,0.0772,0.0922,0.0916,288,484,613,405
stress,91370211,stress_random_2x5_d5_n50_200,stress:91370211:stress_random_2x5_d5_n50_200,10000,10000,9838,162,0.0162,0,162,56,0,2.523438026617317,0.9876543209876543,1.0,0.11313275055905672,0.1113,0.1275,0.1275,424,689,806,611,0.06424069932913194,0.0632,0.0794,0.0792,221,411,497,334
stress,91370211,stress_random_2x5_d5_n100_400,stress:91370211:stress_random_2x5_d5_n100_400,10000,10000,9894,106,0.0106,0,106,36,0,2.6552360180851773,1.0,1.0,0.1017788558722458,0.1007,0.1113,0.1113,403,604,680,515,0.05619567414594704,0.0556,0.0662,0.0662,210,346,399,277
stress,91370211,stress_random_3x3_d2_n30_120,stress:91370211:stress_random_3x3_d2_n30_120,10000,10000,9729,271,0.0271,0,271,123,0,2.5729447765693574,0.955719557195572,1.0,0.13978826189742008,0.136,0.1631,0.1631,347,1013,760,1032,0.08716209271250899,0.0848,0.1119,0.1107,191,657,470,667
stress,91370211,stress_random_3x3_d2_n50_200,stress:91370211:stress_random_3x3_d2_n50_200,10000,10000,9788,212,0.0212,0,212,86,0,2.6829320940747587,1.0,1.0,0.11493665713118104,0.1125,0.1337,0.1337,363,762,736,795,0.07223130363710666,0.0707,0.0919,0.0919,193,514,433,523
stress,91370211,stress_random_3x3_d2_n100_400,stress:91370211:stress_random_3x3_d2_n100_400,10000,10000,9919,81,0.0081,0,81,39,0,3.0184815525709916,1.0,1.0,0.10222804718217562,0.1014,0.1095,0.1095,370,644,634,575,0.05565077124710152,0.0552,0.0633,0.0633,165,387,361,350
stress,91370211,stress_random_4x6_d5_n50_200,stress:91370211:stress_random_4x6_d5_n50_200,10000,10000,9883,117,0.0117,0,117,45,0,2.548116298163434,0.9658119658119658,1.0,0.1140342001416574,0.1127,0.1244,0.1244,430,697,731,598,0.06303753920874229,0.0623,0.074,0.0736,208,415,390,324
stress,91370211,stress_random_4x6_d5_n100_400,stress:91370211:stress_random_4x6_d5_n100_400,10000,10000,9834,166,0.0166,0,166,69,0,2.7585678431266234,1.0,1.0,0.12141549725442342,0.1194,0.136,0.136,367,827,581,752,0.06701240593858043,0.0659,0.0825,0.0825,163,496,316,442
stress,91370211,stress_random_4x6_d5_n200_800,stress:91370211:stress_random_4x6_d5_n200_800,10000,10000,9920,80,0.008,0,80,33,0,2.901887349913239,1.0,1.0,0.11502016129032258,0.1141,0.1221,0.1221,446,695,604,600,0.06048387096774194,0.06,0.068,0.068,216,384,343,307
stress,47628903,stress_random_2x2_d0_n20_20,stress:47628903:stress_random_2x2_d0_n20_20,10000,9987,9350,637,0.0637,338,299,293,0,2.0857903723234545,0.5918367346938775,0.7676609105180534,0.09026737967914439,0.08450986282166817,0.14829278061479925,0.1334735155702413,417,427,428,358,0.05229946524064171,0.048963652748573144,0.11274657054170421,0.08671272654450786,239,250,276,230
stress,47628903,stress_random_2x2_d0_n30_30,stress:47628903:stress_random_2x2_d0_n30_30,10000,9995,9421,574,0.0574,278,296,125,0,1.737812362082476,0.343205574912892,0.5905923344947736,0.09998938541556097,0.09424712356178089,0.15167583791895947,0.1281640820410205,476,466,276,226,0.053603651417047024,0.05052526263131566,0.10795397698849425,0.07023511755877938,259,246,158,107
stress,47628903,stress_random_2x2_d0_n50_50,stress:47628903:stress_random_2x2_d0_n50_50,10000,10000,9287,713,0.0713,371,342,66,0,1.6724772817813331,0.2131837307152875,0.5455820476858345,0.10606223753634113,0.0985,0.1698,0.1374,512,473,256,227,0.05362334445999785,0.0498,0.1211,0.065,261,237,109,63
stress,47628903,stress_random_2x2_d0_n100_100,stress:47628903:stress_random_2x2_d0_n100_100,10000,10000,9263,737,0.0737,379,358,97,0,1.7852478121530069,0.3120759837177748,0.694708276797829,0.10795638562020944,0.1,0.1737,0.1512,513,487,353,340,0.05732484076433121,0.0531,0.1268,0.0761,273,258,123,133
stress,47628903,stress_random_2x5_d5_n30_120,stress:47628903:stress_random_2x5_d5_n30_120,10000,10000,9961,39,0.0039,6,33,22,0,2.821372256487602,1.0,1.0,0.13000702740688685,0.1295,0.1334,0.1334,597,698,1015,622,0.07750225880935649,0.0772,0.0811,0.0811,343,429,647,375
