configuration_id,anchor_configuration_id,configuration_label,n_p,n_q,mi_p,mi_q,mi_difference,minimum_expected_count,method,method_label,replicates,valid_count,valid_rate,reject_count,rejection_rate,wilson_low,wilson_high
CURVE_CURVE_C1_N0_n10_di0p5_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.5999999999981145,0.5,0.09376710941234961,empirical_lr,Oracle-calibrated LR,10,10,1.0,4,0.4,0.16818032970623614,0.6873262302663417
CURVE_CURVE_C1_N0_n10_di0p5_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.5999999999981145,0.5,0.09376710941234961,expanded_welch,Expanded Welch,10,9,0.9,1,0.1111111111111111,0.019890887638544907,0.434999705576656
CURVE_CURVE_C1_N0_n10_di0p5_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.5999999999981145,0.5,0.09376710941234961,normal_wald,Normal Wald,10,10,1.0,6,0.6,0.31267376973365824,0.8318196702937638
CURVE_CURVE_C1_N0_n10_di0p5_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.5999999999981145,0.5,0.09376710941234961,simple_welch,Simple Welch,10,10,1.0,6,0.6,0.31267376973365824,0.8318196702937638
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",1000,1000,0.09999999999999987,0.09999999999999987,0.0,140.10268691929522,bartlett_lr,Oracle Bartlett LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",1000,1000,0.09999999999999987,0.09999999999999987,0.0,140.10268691929522,constrained_lr,Constrained LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",1000,1000,0.09999999999999987,0.09999999999999987,0.0,140.10268691929522,empirical_lr,Oracle-calibrated LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",1000,1000,0.09999999999999987,0.09999999999999987,0.0,140.10268691929522,expanded_welch,Expanded Welch,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",1000,1000,0.09999999999999987,0.09999999999999987,0.0,140.10268691929522,normal_wald,Normal Wald,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n1000_di0_scale1,C1_N0_n1000,"Balanced, large sample",1000,1000,0.09999999999999987,0.09999999999999987,0.0,140.10268691929522,simple_welch,Simple Welch,10,10,1.0,0,0.0,0.0,0.2775327998628892
