scenario_id,regime,regime_label,variant,rows,columns,n_p,n_q,target_mi,minimum_joint_expected_pair,sample_size_ratio_q_to_p,simulation_seed,replicates,correction,valid_replicates,mean_delta_error,mean_standard_error,standardized_mean_bias,empirical_delta_sd,sd_to_mean_se_ratio
fixed_3x3_d1,well_sampled,Well sampled,variant_2,3,3,200,200,0.15,3.666371788634267,1.0,2786888119,10000,analytic,10000,-0.00043940643543070407,0.04955418493395387,-0.008867191257738327,0.05017434242324459,1.0125147349334325
fixed_3x3_d1,well_sampled,Well sampled,variant_2,3,3,200,200,0.15,3.666371788634267,1.0,2786888119,10000,jackknife,10000,-0.00011486671436974766,0.04955418493395387,-0.0023180022943136438,0.04997478853938431,1.0084877514581467
fixed_3x3_d2,moderate,Moderate,variant_1,3,3,100,100,0.1,1.7579764821994452,1.0,4287286767,10000,analytic,10000,0.0003760123642851296,0.05881949228287675,0.006392648927957383,0.06045688185351826,1.027837533223968
fixed_3x3_d2,moderate,Moderate,variant_1,3,3,100,100,0.1,1.7579764821994452,1.0,4287286767,10000,jackknife,10000,0.001048879169874406,0.05881949228287675,0.017832169730913346,0.060652724984009594,1.031167094954108
fixed_3x3_d3,moderate,Moderate,variant_2,3,3,100,200,0.15,1.1778337084105597,2.0,2851230002,10000,analytic,10000,0.00182395893209425,0.06072651266295011,0.03003562780260008,0.06356322433458272,1.0467129026061022
fixed_3x3_d3,moderate,Moderate,variant_2,3,3,100,200,0.15,1.1778337084105597,2.0,2851230002,10000,jackknife,10000,0.00045564298570556776,0.06072651266295011,0.00750319696825865,0.06465412991712645,1.064677141530846
stress_3x3_d4,highly_sparse,Highly skewed and sparse,variant_1,3,3,277,277,0.1,1.365056768943974,1.0,1014955703,10000,analytic,10000,0.0002891475786541469,0.035938407532441694,0.008045642489671604,0.03676348463104257,1.022958087329164
stress_3x3_d4,highly_sparse,Highly skewed and sparse,variant_1,3,3,277,277,0.1,1.365056768943974,1.0,1014955703,10000,jackknife,10000,0.0002512134467117662,0.035938407532441694,0.0069901106910481535,0.036825437214421164,1.0246819417688096
stress_3x3_d5,highly_sparse,Highly skewed and sparse,variant_2,3,3,433,866,0.15,1.181311412014051,2.0,1303512339,10000,analytic,10000,-6.836867878339583e-05,0.028673267534273315,-0.0023844048712506997,0.029204883534348965,1.0185404750065616
stress_3x3_d5,highly_sparse,Highly skewed and sparse,variant_2,3,3,433,866,0.15,1.181311412014051,2.0,1303512339,10000,jackknife,10000,-0.00010943822376833747,0.028673267534273315,-0.003816733605178599,0.029203853175877703,1.0185045405435629
