cohort,ratio,rule,rule_label,configurations,mean_valid_rate,mean_expanded_route_rate,mean_selection_score,mean_fpr_05,mean_absolute_error_05,median_absolute_error_05,p90_absolute_error_05,maximum_absolute_error_05,mean_fpr_01,mean_absolute_error_01,median_absolute_error_01,p90_absolute_error_01,maximum_absolute_error_01
holdout,3,ratio_ge_6,Expanded if ratio >= 6,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_10,Expanded if ratio >= 10,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,3,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,0.9991929012345679,0.0,1.4695295307562926,0.08225842142248846,0.03475224858298229,0.006000000000000005,0.07166666666666666,0.8743333333333333,0.03160372114544297,0.02244014089852939,0.002333333333333333,0.035333333333333335,0.7686666666666666
holdout,4,normal,Always Normal Wald,216,0.9996496913580246,0.0,1.7623431083561039,0.08782538108383246,0.03985933170111643,0.006333333333333333,0.08316666666666665,0.9083333333333333,0.036589810641713606,0.027274995826898792,0.002666666666666667,0.04633333333333333,0.866
holdout,4,expanded_no_fallback,Always Expanded Welch,216,0.9898796296296296,1.0,1.3206796065252577,0.0759600554298706,0.03153266134800508,0.005666666666666667,0.040833333333333326,0.9073333333333333,0.028366604961193344,0.02010705986090414,0.002,0.0125,0.8573333333333333
holdout,4,expanded_fallback,Expanded with Wald fallback,216,0.9996496913580246,0.990049021656625,1.4478025961086038,0.07996469670766083,0.03383815349778429,0.005833333333333333,0.04466666666666667,0.9073333333333333,0.030808791592985593,0.022188421222615225,0.002333333333333333,0.015166666666666669,0.8573333333333333
holdout,4,ratio_ge_2,Expanded if ratio >= 2,216,0.9996496913580246,0.990049021656625,1.4478025961086038,0.07996469670766083,0.03383815349778429,0.005833333333333333,0.04466666666666667,0.9073333333333333,0.030808791592985593,0.022188421222615225,0.002333333333333333,0.015166666666666669,0.8573333333333333
holdout,4,ratio_ge_3,Expanded if ratio >= 3,216,0.9996496913580246,0.990049021656625,1.4478025961086038,0.07996469670766083,0.03383815349778429,0.005833333333333333,0.04466666666666667,0.9073333333333333,0.030808791592985593,0.022188421222615225,0.002333333333333333,0.015166666666666669,0.8573333333333333
holdout,4,ratio_ge_4,Expanded if ratio >= 4,216,0.9996496913580246,0.990049021656625,1.4478025961086038,0.07996469670766083,0.03383815349778429,0.005833333333333333,0.04466666666666667,0.9073333333333333,0.030808791592985593,0.022188421222615225,0.002333333333333333,0.015166666666666669,0.8573333333333333
holdout,4,ratio_ge_6,Expanded if ratio >= 6,216,0.9996496913580246,0.0,1.7623431083561039,0.08782538108383246,0.03985933170111643,0.006333333333333333,0.08316666666666665,0.9083333333333333,0.036589810641713606,0.027274995826898792,0.002666666666666667,0.04633333333333333,0.866
holdout,4,ratio_ge_10,Expanded if ratio >= 10,216,0.9996496913580246,0.0,1.7623431083561039,0.08782538108383246,0.03985933170111643,0.006333333333333333,0.08316666666666665,0.9083333333333333,0.036589810641713606,0.027274995826898792,0.002666666666666667,0.04633333333333333,0.866
holdout,4,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.9996496913580246,0.7876230957306992,1.651907534380209,0.08401870905333986,0.03738907942371021,0.00633333333333333,0.0823108941994839,0.9083333333333333,0.03440292739545473,0.025560334802862135,0.002333333333333334,0.044833333333333336,0.866
holdout,4,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.9996496913580246,0.7172374738166684,1.685527190068897,0.08507182901648488,0.03826627346092932,0.0061666666666666675,0.08299999999999999,0.9083333333333333,0.03493074589931553,0.02605728910919208,0.0025,0.045,0.866
holdout,4,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.9996496913580246,0.6339846256239176,1.7191486639116593,0.08593957861469666,0.03905068972580778,0.00633333333333333,0.08316666666666665,0.9083333333333333,0.035458637802207434,0.026572835333071636,0.002666666666666666,0.045,0.866
holdout,4,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.9996496913580246,0.9814302992854379,1.535568244124102,0.08168772751108622,0.03525871516540719,0.005833333333333333,0.0535,0.9073333333333333,0.03252073296051172,0.023659621849400608,0.0021666666666666666,0.030166666666666665,0.8573333333333333
holdout,4,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,0.9996496913580246,0.9724779956278722,1.5700652475533536,0.08257825143523728,0.03582207859573111,0.005666666666666667,0.0535,0.9073333333333333,0.03318442009611839,0.02423688923192085,0.002333333333333333,0.03533333333333333,0.8573333333333333
holdout,4,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,0.9996496913580246,0.9365706330511597,1.6366786297510136,0.08406604648832586,0.036865429204375244,0.0061666666666666675,0.05566666666666667,0.9073333333333333,0.03443147440846622,0.02536048675414523,0.002666666666666667,0.041499999999999995,0.8573333333333333
holdout,4,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,0.9996496913580246,0.7146567983129131,1.702864849385723,0.08539926439600361,0.03847951130958384,0.0061666666666666675,0.08299999999999999,0.9083333333333333,0.03536139472579769,0.02636139472579769,0.002333333333333334,0.045,0.866
holdout,6,normal,Always Normal Wald,216,0.9999212962962963,0.0,2.0919623882505327,0.09512308324732255,0.04732370053127316,0.006999999999999999,0.10283333333333333,0.9326666666666666,0.04160907555999059,0.032374507658756026,0.0035000000000000005,0.055251782531194296,0.9203333333333333
holdout,6,expanded_no_fallback,Always Expanded Welch,216,0.9902962962962962,1.0,1.48627482533509,0.07926622812592603,0.034566025302324915,0.004833333333333332,0.0465,0.9309999999999999,0.03095872744331925,0.02281229144623682,0.002333333333333334,0.0135,0.9146666666666666
holdout,6,expanded_fallback,Expanded with Wald fallback,216,0.9999212962962963,0.990334676550717,1.6551466254901188,0.08481692180886073,0.03867803291997184,0.0049999999999999975,0.049166666666666664,0.9309999999999999,0.03378707901222777,0.025367325925808017,0.002666666666666666,0.021166666666666667,0.9146666666666666
holdout,6,ratio_ge_2,Expanded if ratio >= 2,216,0.9999212962962963,0.990334676550717,1.6551466254901188,0.08481692180886073,0.03867803291997184,0.0049999999999999975,0.049166666666666664,0.9309999999999999,0.03378707901222777,0.025367325925808017,0.002666666666666666,0.021166666666666667,0.9146666666666666
holdout,6,ratio_ge_3,Expanded if ratio >= 3,216,0.9999212962962963,0.990334676550717,1.6551466254901188,0.08481692180886073,0.03867803291997184,0.0049999999999999975,0.049166666666666664,0.9309999999999999,0.03378707901222777,0.025367325925808017,0.002666666666666666,0.021166666666666667,0.9146666666666666
holdout,6,ratio_ge_4,Expanded if ratio >= 4,216,0.9999212962962963,0.990334676550717,1.6551466254901188,0.08481692180886073,0.03867803291997184,0.0049999999999999975,0.049166666666666664,0.9309999999999999,0.03378707901222777,0.025367325925808017,0.002666666666666666,0.021166666666666667,0.9146666666666666
holdout,6,ratio_ge_6,Expanded if ratio >= 6,216,0.9999212962962963,0.990334676550717,1.6551466254901188,0.08481692180886073,0.03867803291997184,0.0049999999999999975,0.049166666666666664,0.9309999999999999,0.03378707901222777,0.025367325925808017,0.002666666666666666,0.021166666666666667,0.9146666666666666
holdout,6,ratio_ge_10,Expanded if ratio >= 10,216,0.9999212962962963,0.0,2.0919623882505327,0.09512308324732255,0.04732370053127316,0.006999999999999999,0.10283333333333333,0.9326666666666666,0.04160907555999059,0.032374507658756026,0.0035000000000000005,0.055251782531194296,0.9203333333333333
holdout,6,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.9999212962962963,0.7967004172914578,1.921998477341971,0.09011013168540395,0.04344963785824345,0.005499999999999998,0.10133333333333333,0.9326666666666666,0.03841053580235122,0.02975004197519073,0.002666666666666666,0.05316666666666666,0.9203333333333333
holdout,6,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.9999212962962963,0.7271181515496559,1.977048589588252,0.09158583783732291,0.04469077610892785,0.005499999999999998,0.10283333333333333,0.9326666666666666,0.03926331039713996,0.030602816569979468,0.0026666666666666666,0.053751782531194295,0.9203333333333333
holdout,6,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.9999212962962963,0.6437731786846619,2.019431482790706,0.09270486924454974,0.04569560998529046,0.005666666666666667,0.10283333333333333,0.9326666666666666,0.0399377792636943,0.031249507658756025,0.002666666666666666,0.055251782531194296,0.9203333333333333
holdout,6,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.9999212962962963,0.9850564215478191,1.7403688870250942,0.0862245277462027,0.039881935153610104,0.005000000000000001,0.054,0.9309999999999999,0.03540506478385394,0.02683099070977986,0.002666666666666666,0.03266666666666666,0.9146666666666666
holdout,6,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,0.9999212962962963,0.9817937321628452,1.7775310626551475,0.08711498787501634,0.04061190145526325,0.005166666666666667,0.07999999999999999,0.9309999999999999,0.03612268540649475,0.0274282409620503,0.002666666666666666,0.0365,0.9146666666666666
holdout,6,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,0.9999212962962963,0.9714659123147541,1.8339217569685482,0.0885378574715977,0.04172921549628907,0.005166666666666667,0.07999999999999999,0.9309999999999999,0.03721222166974277,0.02833259204011315,0.002666666666666666,0.03966666666666667,0.9146666666666666
holdout,6,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,0.9999212962962963,0.7261988016369787,1.9898011762691183,0.09181282624671197,0.04487764106152678,0.005666666666666667,0.10283333333333333,0.9326666666666666,0.03953345827603998,0.030820495313077016,0.0026666666666666666,0.053751782531194295,0.9203333333333333
holdout,10,normal,Always Normal Wald,216,0.9999984567901234,0.0,2.4861907467098088,0.10352236393612688,0.05550075899785525,0.007333333333333331,0.10916666666666668,0.9376666666666666,0.04800020634450166,0.03862366313462512,0.004,0.06149999999999999,0.9393333333333334
holdout,10,expanded_no_fallback,Always Expanded Welch,216,0.9904567901234569,1.0,1.6181780837660387,0.08210709271276996,0.03767641302222616,0.005666666666666667,0.047499999999999994,0.9369999999999999,0.03296907166011764,0.02482827907087554,0.002333333333333333,0.017,0.9363333333333334
holdout,10,expanded_fallback,Expanded with Wald fallback,216,0.9999984567901234,0.9904575944038959,1.938798534696751,0.09052697761393715,0.04512882946578901,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.038037241837814255,0.029750204800777214,0.002333333333333333,0.024333333333333332,0.9363333333333334
holdout,10,ratio_ge_2,Expanded if ratio >= 2,216,0.9999984567901234,0.9904575944038959,1.938798534696751,0.09052697761393715,0.04512882946578901,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.038037241837814255,0.029750204800777214,0.002333333333333333,0.024333333333333332,0.9363333333333334
holdout,10,ratio_ge_3,Expanded if ratio >= 3,216,0.9999984567901234,0.9904575944038959,1.938798534696751,0.09052697761393715,0.04512882946578901,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.038037241837814255,0.029750204800777214,0.002333333333333333,0.024333333333333332,0.9363333333333334
holdout,10,ratio_ge_4,Expanded if ratio >= 4,216,0.9999984567901234,0.9904575944038959,1.938798534696751,0.09052697761393715,0.04512882946578901,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.038037241837814255,0.029750204800777214,0.002333333333333333,0.024333333333333332,0.9363333333333334
holdout,10,ratio_ge_6,Expanded if ratio >= 6,216,0.9999984567901234,0.9904575944038959,1.938798534696751,0.09052697761393715,0.04512882946578901,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.038037241837814255,0.029750204800777214,0.002333333333333333,0.024333333333333332,0.9363333333333334
holdout,10,ratio_ge_10,Expanded if ratio >= 10,216,0.9999984567901234,0.9904575944038959,1.938798534696751,0.09052697761393715,0.04512882946578901,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.038037241837814255,0.029750204800777214,0.002333333333333333,0.024333333333333332,0.9363333333333334
holdout,10,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.9999984567901234,0.8055162363792046,2.2592460655609483,0.09693129860159148,0.05056092823122111,0.006000000000000002,0.10666666666666667,0.9376666666666666,0.043764093689666106,0.03507273566497474,0.002666666666666666,0.06033333333333333,0.9393333333333334
holdout,10,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.9999984567901234,0.7372857778724595,2.34372149770088,0.09926772813159943,0.052511555292093254,0.006000000000000005,0.109,0.9376666666666666,0.04508199543880882,0.036372118895598944,0.002666666666666666,0.0605,0.9393333333333334
holdout,10,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.9999984567901234,0.654484569444959,2.3968851911542526,0.10067977134353427,0.05380014171390463,0.006000000000000005,0.10916666666666668,0.9376666666666666,0.045918416221044873,0.03717767548030414,0.002666666666666666,0.06149999999999999,0.9393333333333334
holdout,10,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.9999984567901234,0.986516170513628,2.0127339205661148,0.0922569308082118,0.046550140684755006,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.039367489780544135,0.030944650274371294,0.002333333333333333,0.028666666666666667,0.9363333333333334
holdout,10,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,0.9999984567901234,0.9854189400582087,2.048027130442658,0.09275230117858217,0.04691588142549574,0.005833333333333333,0.057166666666666664,0.9369999999999999,0.04009588484227253,0.031577366323754005,0.002333333333333333,0.03666666666666667,0.9363333333333334
holdout,10,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,0.9999984567901234,0.9825994703995982,2.1034746613068553,0.09386495549956982,0.047722980190927834,0.005833333333333333,0.0775,0.9369999999999999,0.041247119410173755,0.03252489718795154,0.002333333333333333,0.04033333333333333,0.9363333333333334
holdout,10,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,0.9999984567901234,0.7367857639789395,2.349832685998213,0.09941896784524883,0.052659708585989576,0.006000000000000005,0.109,0.9376666666666666,0.0452270576817787,0.03646471200276635,0.002666666666666666,0.0605,0.9393333333333334
holdout,20,normal,Always Normal Wald,216,1.0,0.0,2.9164969135802465,0.1063564814814815,0.05847067901234567,0.008333333333333338,0.12566666666666665,0.9436666666666667,0.05575925925925926,0.046635802469135804,0.004,0.06916666666666668,0.9586666666666667
holdout,20,expanded_no_fallback,Always Expanded Welch,216,0.9902376543209876,1.0,1.8076623808432462,0.08486598472561434,0.041498767951500086,0.005833333333333333,0.06383333333333333,0.9436666666666667,0.035229365212417145,0.02785349402656491,0.002333333333333334,0.022999999999999996,0.955
holdout,20,expanded_fallback,Expanded with Wald fallback,216,1.0,0.9902376543209876,2.278271604938271,0.09221296296296295,0.047919753086419756,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.043537037037037034,0.035981481481481475,0.002666666666666666,0.024499999999999997,0.955
holdout,20,ratio_ge_2,Expanded if ratio >= 2,216,1.0,0.9902376543209876,2.278271604938271,0.09221296296296295,0.047919753086419756,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.043537037037037034,0.035981481481481475,0.002666666666666666,0.024499999999999997,0.955
holdout,20,ratio_ge_3,Expanded if ratio >= 3,216,1.0,0.9902376543209876,2.278271604938271,0.09221296296296295,0.047919753086419756,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.043537037037037034,0.035981481481481475,0.002666666666666666,0.024499999999999997,0.955
holdout,20,ratio_ge_4,Expanded if ratio >= 4,216,1.0,0.9902376543209876,2.278271604938271,0.09221296296296295,0.047919753086419756,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.043537037037037034,0.035981481481481475,0.002666666666666666,0.024499999999999997,0.955
holdout,20,ratio_ge_6,Expanded if ratio >= 6,216,1.0,0.9902376543209876,2.278271604938271,0.09221296296296295,0.047919753086419756,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.043537037037037034,0.035981481481481475,0.002666666666666666,0.024499999999999997,0.955
holdout,20,ratio_ge_10,Expanded if ratio >= 10,216,1.0,0.9902376543209876,2.278271604938271,0.09221296296296295,0.047919753086419756,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.043537037037037034,0.035981481481481475,0.002666666666666666,0.024499999999999997,0.955
holdout,20,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,1.0,0.8104969135802469,2.6427160493827158,0.09955555555555556,0.05387037037037037,0.005999999999999998,0.12333333333333332,0.9436666666666667,0.050277777777777775,0.04208024691358024,0.0026666666666666666,0.06266666666666666,0.9586666666666667
holdout,20,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,1.0,0.7451712962962963,2.746743827160494,0.10108024691358024,0.054913580246913576,0.006333333333333333,0.12566666666666665,0.9436666666666667,0.05216512345679013,0.04395216049382716,0.002666666666666667,0.06383333333333334,0.9586666666666667
holdout,20,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,1.0,0.6667916666666666,2.817268518518518,0.10277623456790123,0.05647993827160493,0.006499999999999999,0.12566666666666665,0.9436666666666667,0.05329012345679012,0.04504938271604938,0.002666666666666667,0.06916666666666668,0.9586666666666667
holdout,20,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,1.0,0.9870015432098765,2.3437499999999996,0.09274228395061729,0.04793981481481482,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.04493209876543211,0.03728703703703703,0.002666666666666666,0.024666666666666663,0.955
holdout,20,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,1.0,0.9866635802469135,2.3510648148148143,0.0928858024691358,0.0479537037037037,0.005666666666666667,0.06683333333333333,0.9436666666666667,0.04513117283950618,0.03743055555555555,0.002666666666666666,0.025666666666666664,0.955
holdout,20,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,1.0,0.9859506172839507,2.377283950617284,0.0932006172839506,0.048129629629629626,0.005999999999999998,0.06683333333333333,0.9436666666666667,0.04575617283950617,0.03791975308641975,0.002666666666666666,0.03799999999999999,0.955
holdout,20,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,1.0,0.7447978395061727,2.7559722222222214,0.10120679012345679,0.055033950617283944,0.006333333333333333,0.12566666666666665,0.9436666666666667,0.0523533950617284,0.04411265432098766,0.002666666666666667,0.06383333333333334,0.9586666666666667
