configuration_id,shape,alphabet_size,regime,sample_size,stage,replicates,minimum_expected_count,fraction_expected_below_1,fraction_expected_below_5,mean_observed_zero_cell_fraction_p,mean_observed_zero_cell_fraction_q,lr_valid_rate,lr_median_elapsed_ms,lr_p90_elapsed_ms,lr_median_iterations,lr_max_constraint_residual
4x4_strong_n150,4x4,4,strong,150,alternative,15,0.0012066426423060315,0.53125,0.9375,0.3541666666666667,0.425,1.0,29.418667079880834,64.7905832156539,71.0,8.633969511562256e-10
4x4_strong_n150,4x4,4,strong,150,equal_mi_null,15,0.00941614877724369,0.5,0.9375,0.37916666666666665,0.4166666666666667,1.0,24.38145806081593,78.18075031973419,51.0,5.169817490768835e-10
4x4_strong_n250,4x4,4,strong,250,alternative,15,0.0020110710705100523,0.375,0.65625,0.24583333333333332,0.3541666666666667,1.0,29.458792181685567,84.14760837331414,70.0,3.973447126881524e-10
4x4_strong_n250,4x4,4,strong,250,equal_mi_null,15,0.015693581295406153,0.40625,0.6875,0.2708333333333333,0.32916666666666666,1.0,28.134708059951663,32.47560001909733,56.0,2.1023180418744403e-10
4x4_strong_n500,4x4,4,strong,500,alternative,15,0.004022142141020105,0.28125,0.5625,0.17083333333333334,0.2708333333333333,1.0,35.12883302755654,53.940016590058804,63.0,2.564214812705856e-10
4x4_strong_n500,4x4,4,strong,500,equal_mi_null,15,0.031387162590812305,0.3125,0.5,0.1125,0.22083333333333333,1.0,28.36045785807073,32.97640806995332,44.0,2.1869564492682514e-10
4x4_strong_n1000,4x4,4,strong,1000,alternative,15,0.00804428428204021,0.09375,0.40625,0.075,0.19583333333333333,1.0,36.456292029470205,72.89508320391178,66.0,9.314370108537418e-11
4x4_strong_n1000,4x4,4,strong,1000,equal_mi_null,15,0.06277432518162461,0.09375,0.40625,0.0375,0.175,1.0,29.248083010315895,32.98313315026462,48.0,6.112518130541034e-11
4x4_ultra_n25,4x4,4,ultra,25,alternative,15,9.560598166748438e-08,0.9375,0.9375,0.8291666666666667,0.825,1.0,37.93129208497703,131.85685863718388,45.0,2.876429483489318e-09
4x4_ultra_n25,4x4,4,ultra,25,equal_mi_null,15,7.822644035215687e-05,0.9375,0.9375,0.8375,0.8416666666666667,1.0,18.936750013381243,43.68204134516418,42.0,5.630755167684853e-09
4x4_ultra_n50,4x4,4,ultra,50,alternative,15,1.9121196333496876e-07,0.9375,0.9375,0.7125,0.7708333333333334,1.0,19.603250082582235,72.81384994275868,34.0,1.8676403479300774e-09
4x4_ultra_n50,4x4,4,ultra,50,equal_mi_null,15,0.00015645288070431374,0.9375,0.9375,0.7125,0.7125,1.0,23.491916013881564,49.37315019778907,45.0,1.5816259690826229e-09
4x4_ultra_n75,4x4,4,ultra,75,alternative,15,2.8681794500245315e-07,0.78125,0.9375,0.675,0.7125,1.0,26.876999996602535,78.11482502147554,87.0,2.3988194763902015e-09
4x4_ultra_n75,4x4,4,ultra,75,equal_mi_null,15,0.00023467932105647061,0.8125,0.9375,0.625,0.6625,1.0,31.02420805953443,103.16265816800296,58.0,9.314830018425369e-10
4x4_ultra_n100,4x4,4,ultra,100,alternative,15,3.8242392666993753e-07,0.71875,0.9375,0.6125,0.6291666666666667,1.0,28.450417099520564,94.86159179359674,58.0,9.308052384415788e-10
4x4_ultra_n100,4x4,4,ultra,100,equal_mi_null,15,0.0003129057614086275,0.65625,0.9375,0.6083333333333333,0.6583333333333333,1.0,30.71333304978907,128.28697483055294,62.0,3.920561653103505e-10
4x4_ultra_n150,4x4,4,ultra,150,alternative,15,5.736358900049063e-07,0.65625,0.9375,0.5291666666666667,0.6083333333333333,1.0,32.7927500475198,60.945658339187496,74.0,7.439701632527829e-10
4x4_ultra_n150,4x4,4,ultra,150,equal_mi_null,15,0.00046935864211294123,0.625,0.9375,0.5666666666666667,0.525,1.0,31.962624983862042,56.30676718428731,39.0,4.70504163407881e-10
4x4_ultra_n250,4x4,4,ultra,250,alternative,15,9.560598166748438e-07,0.59375,0.9375,0.37916666666666665,0.5,1.0,23.432583082467318,41.824608109891415,38.0,3.6941907866072654e-10
4x4_ultra_n250,4x4,4,ultra,250,equal_mi_null,15,0.0007822644035215688,0.59375,0.9375,0.45,0.45416666666666666,1.0,27.582624927163124,42.38038342446088,40.0,3.293759293088172e-10
4x4_ultra_n500,4x4,4,ultra,500,alternative,15,1.9121196333496876e-06,0.375,0.71875,0.29583333333333334,0.44583333333333336,1.0,28.52916601113975,59.93516701273619,42.0,2.29918445393551e-10
4x4_ultra_n500,4x4,4,ultra,500,equal_mi_null,15,0.0015645288070431375,0.375,0.65625,0.35833333333333334,0.4083333333333333,1.0,35.09212494827807,41.76177461631596,43.0,1.4468223147323656e-10
4x4_ultra_n1000,4x4,4,ultra,1000,alternative,15,3.824239266699375e-06,0.34375,0.59375,0.21666666666666667,0.37916666666666665,1.0,36.02920798584819,77.14135842397808,68.0,1.5912139661455882e-10
4x4_ultra_n1000,4x4,4,ultra,1000,equal_mi_null,15,0.003129057614086275,0.3125,0.625,0.1875,0.25,1.0,39.02991698123515,55.20209996029734,44.0,7.440278948500634e-11
5x5_balanced_n25,5x5,5,balanced,25,alternative,10,0.26122062692837567,0.48,1.0,0.38,0.396,1.0,23.586625116877258,133.2908334676176,40.5,2.3878541366428863e-09
