scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,association_p,association_q,generation_attempts,configuration_id,population_replication,population_seed,margin_profile,dominant_margin_mass,planned_density,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,regime,regime_label,variant,cells,observations_per_cell_p,observations_per_cell_q,sample_size_ratio_q_to_p,minimum_joint_expected_pair,joint_expected_below_1_p,joint_expected_below_1_q,joint_expected_below_5_p,joint_expected_below_5_q,minimum_row_expected_p,minimum_row_expected_q,minimum_column_expected_p,minimum_column_expected_q,maximum_row_margin_p,maximum_column_margin_p,maximum_row_margin_q,maximum_column_margin_q,probability_p_json,probability_q_json,simulation_seed,replicates,estimator_valid_replicates,estimator_valid_rate,mean_delta_error,empirical_delta_sd,mean_standard_error,mean_sample_zero_fraction_p,mean_sample_zero_fraction_q,mean_sample_expected_below_1_p,mean_sample_expected_below_1_q,mean_sample_expected_below_5_p,mean_sample_expected_below_5_q,mean_sample_minimum_expected_p,mean_sample_minimum_expected_q,mean_sample_empty_row_fraction_p,mean_sample_empty_row_fraction_q,mean_sample_empty_column_fraction_p,mean_sample_empty_column_fraction_q,mean_sample_has_empty_margin_p,mean_sample_has_empty_margin_q,method,method_label,valid_replicates,valid_rate,coverage_95,median_effective_df,p05_effective_df,fpr_10,fpr_10_low,fpr_10_high,absolute_fpr_error_10,fpr_05,fpr_05_low,fpr_05_high,absolute_fpr_error_05,fpr_01,fpr_01_low,fpr_01_high,absolute_fpr_error_01
config_2x2_d0_p03,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,1,2x2_balanced_control,3,4239057338,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_03,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]","[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]",2198623536,5000,5000,1.0,-0.001504727123760227,0.05988157723780227,0.05994935344232861,0.0,0.0,0.0,0.0,0.0,0.0,21.155866,21.209016000000002,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,5000,1.0,0.9574,192.2368324317689,156.6073698200089,0.0916,0.08391488273466795,0.0999121762140547,0.008400000000000005,0.0426,0.03734452469569485,0.04855776904364341,0.007400000000000004,0.0054,0.0037139414817381105,0.007845469282312396,0.0046
config_2x2_d0_p03,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,1,2x2_balanced_control,3,4239057338,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_03,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]","[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]",2198623536,5000,5000,1.0,-0.001504727123760227,0.05988157723780227,0.05994935344232861,0.0,0.0,0.0,0.0,0.0,0.0,21.155866,21.209016000000002,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,5000,1.0,0.9624,30.58765970846352,14.590257989951008,0.083,0.0756694423922962,0.09097082102988144,0.017,0.0376,0.032672347643197874,0.043237623115590956,0.012400000000000001,0.005,0.0033891014531031933,0.00737092347250336,0.005
config_2x2_d0_p04,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,4,2x2_balanced_control,4,3643953625,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_04,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]","[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]",2768931447,5000,5000,1.0,-0.0004435407133854315,0.06059047122842778,0.05997799389483762,0.0,0.0,0.0,0.0,0.0,0.0,21.145414,21.136570000000003,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,5000,1.0,0.9532,,,0.0996,0.09160426345312381,0.10821051226447792,0.00040000000000001146,0.0468,0.041285495583661055,0.05301034945933872,0.0032000000000000015,0.0066,0.004703510713236263,0.009254057566146109,0.0034000000000000002
config_2x2_d0_p04,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,4,2x2_balanced_control,4,3643953625,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_04,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]","[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]",2768931447,5000,5000,1.0,-0.0004435407133854315,0.06059047122842778,0.05997799389483762,0.0,0.0,0.0,0.0,0.0,0.0,21.145414,21.136570000000003,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,5000,1.0,0.955,192.15163523076956,156.48994883816727,0.0964,0.08852643154627349,0.10489325746377662,0.003600000000000006,0.045,0.0395948274633155,0.051103781306686476,0.0050000000000000044,0.006,0.0042061361604981045,0.008552353361218335,0.004
config_2x2_d0_p04,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,4,2x2_balanced_control,4,3643953625,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_04,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]","[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]",2768931447,5000,5000,1.0,-0.0004435407133854315,0.06059047122842778,0.05997799389483762,0.0,0.0,0.0,0.0,0.0,0.0,21.145414,21.136570000000003,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,5000,1.0,0.9606,30.8720761853673,14.714527115995303,0.087,0.07950170033489977,0.0951324214717174,0.013000000000000012,0.0394,0.03435168327487957,0.045155523756907054,0.010600000000000005,0.005,0.0033891014531031933,0.00737092347250336,0.005
config_2x2_d0_p05,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,1,2x2_balanced_control,5,4155136299,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_05,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]","[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]",880372142,5000,5000,1.0,0.0005288940859905025,0.06000171883712132,0.05997094791348356,0.0,0.0,0.0,0.0,0.0,0.0,21.128847999999998,21.190094000000002,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,5000,1.0,0.9536,,,0.0906,0.08295496271923773,0.09887363163337505,0.009400000000000006,0.0464,0.04090958228231389,0.05258687692224192,0.003600000000000006,0.008,0.0058806817250996474,0.010874736988836562,0.002
config_2x2_d0_p05,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,1,2x2_balanced_control,5,4155136299,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_05,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]","[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]",880372142,5000,5000,1.0,0.0005288940859905025,0.06000171883712132,0.05997094791348356,0.0,0.0,0.0,0.0,0.0,0.0,21.128847999999998,21.190094000000002,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,5000,1.0,0.9546,192.2091325242526,157.30767133172145,0.0896,0.08199533469929988,0.09783479505720301,0.010400000000000006,0.0454,0.039970320043562504,0.05152767456488344,0.0046,0.0074,0.005373597756871215,0.010182742199399065,0.0026
config_2x2_d0_p05,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,1,2x2_balanced_control,5,4155136299,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_05,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]","[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]",880372142,5000,5000,1.0,0.0005288940859905025,0.06000171883712132,0.05997094791348356,0.0,0.0,0.0,0.0,0.0,0.0,21.128847999999998,21.190094000000002,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,5000,1.0,0.959,30.950190840188384,14.44953353273768,0.0832,0.07586093314234772,0.0911790231990519,0.01680000000000001,0.041,0.035846974112552034,0.0468577762730104,0.009000000000000001,0.005,0.0033891014531031933,0.00737092347250336,0.005
config_2x2_d0_p06,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,1,2x2_balanced_control,6,3985929634,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_06,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]","[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]",3260596029,5000,5000,1.0,0.0009554009301990355,0.06226743044385268,0.06004962574547287,0.0,0.0,0.0,0.0,0.0,0.0,21.222891999999998,21.203982,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,5000,1.0,0.9442,,,0.1056,0.09738221351103542,0.11442334978322562,0.005599999999999994,0.0558,0.04977204852711962,0.06250997788086914,0.0058,0.0092,0.006904738548247705,0.012248837681020367,0.0008000000000000004
config_2x2_d0_p06,0,0,2,2,100,100,0.1,0.47172155878892175,0.47172155878892175,1,2x2_balanced_control,6,3985929634,uniform,0.5,15,0.09999999999999987,0.09999999999999987,0.0,0.8791785046456385,0.17952151361299082,0.17952151361299082,0.0,0.0,0.1401026869192952,0.1401026869192952,14.01026869192952,14.01026869192952,0.0,0.0,0.0,0.0,True,balanced_control,Balanced control,population_06,4,25.0,25.0,1.0,14.01026869192952,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.5,0.5,0.5,0.5,"[[0.35989731308070483, 0.1401026869192952], [0.1401026869192952, 0.35989731308070483]]","[[0.1401026869192952, 0.35989731308070483], [0.35989731308070483, 0.1401026869192952]]",3260596029,5000,5000,1.0,0.0009554009301990355,0.06226743044385268,0.06004962574547287,0.0,0.0,0.0,0.0,0.0,0.0,21.222891999999998,21.203982,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,5000,1.0,0.9466,192.02322711023095,155.3431424388191,0.1042,0.09603323425328442,0.11297447860642279,0.004199999999999995,0.0534,0.0475039707136969,0.059981740663628116,0.0034000000000000002,0.0084,0.0062206543873066155,0.01133415016507355,0.0016000000000000007
