regime,regime_label,method,method_label,nominal_alpha,population_pairs,mean_rejection_rate,median_rejection_rate,p10_rejection_rate,p90_rejection_rate,minimum_rejection_rate,maximum_rejection_rate,mean_absolute_calibration_error
balanced_control,Balanced control,simple_welch,Simple Welch,0.07,40,0.06669,0.067,0.06114,0.0719,0.0586,0.0744,0.0044100000000000025
balanced_control,Balanced control,simple_welch,Simple Welch,0.071,40,0.06777,0.06820000000000001,0.06212,0.0729,0.0598,0.075,0.004289999999999997
balanced_control,Balanced control,simple_welch,Simple Welch,0.072,40,0.06883500000000001,0.0688,0.06328,0.0754,0.0602,0.0772,0.004394999999999998
balanced_control,Balanced control,simple_welch,Simple Welch,0.073,40,0.06976,0.0695,0.06432,0.07622000000000001,0.061,0.078,0.004499999999999997
balanced_control,Balanced control,simple_welch,Simple Welch,0.074,40,0.07072500000000001,0.07050000000000001,0.06476,0.0776,0.0626,0.079,0.004564999999999998
balanced_control,Balanced control,simple_welch,Simple Welch,0.075,40,0.07183500000000001,0.0716,0.0654,0.0792,0.0632,0.0798,0.004535
balanced_control,Balanced control,simple_welch,Simple Welch,0.076,40,0.072895,0.07250000000000001,0.06638,0.07984,0.064,0.081,0.004504999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.077,40,0.07386000000000001,0.07350000000000001,0.0679,0.08042,0.0648,0.0822,0.004449999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.078,40,0.07481,0.0745,0.0689,0.0816,0.0654,0.0832,0.004470000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.079,40,0.075655,0.0757,0.0699,0.082,0.0668,0.0842,0.004525000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.08,40,0.076685,0.07669999999999999,0.07093999999999999,0.08304,0.0674,0.085,0.004575000000000002
balanced_control,Balanced control,simple_welch,Simple Welch,0.081,40,0.0776,0.0774,0.07174,0.08384,0.068,0.0862,0.004540000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.082,40,0.07864499999999999,0.0791,0.0727,0.08482,0.069,0.087,0.004515000000000001
