scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,association_p,association_q,generation_attempts,configuration_id,population_replication,population_seed,margin_profile,dominant_margin_mass,planned_density,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,regime,regime_label,variant,cells,observations_per_cell_p,observations_per_cell_q,sample_size_ratio_q_to_p,minimum_joint_expected_pair,joint_expected_below_1_p,joint_expected_below_1_q,joint_expected_below_5_p,joint_expected_below_5_q,minimum_row_expected_p,minimum_row_expected_q,minimum_column_expected_p,minimum_column_expected_q,maximum_row_margin_p,maximum_column_margin_p,maximum_row_margin_q,maximum_column_margin_q,probability_p_json,probability_q_json
config_2x2_d1_p00,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,1,2x2_moderate_sparse,0,2293179149,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999964,0.0,0.8000000000000921,0.19075814159978516,0.19075814159978516,0.15563234009592075,0.2609354501882979,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_00,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.5857264406170287, 0.1142735593829943], [0.11427355938297122, 0.18572644061700577]]","[[0.18572644061700577, 0.11427355938297122], [0.1142735593829943, 0.5857264406170287]]"
config_2x2_d1_p01,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,2,2x2_moderate_sparse,1,209158365,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999964,0.0,1.0858115249361378,0.19075814159978516,0.19075814159978516,0.0,2.5884498452564452e-33,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_01,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.5857264406170287, 0.1142735593829943], [0.11427355938297122, 0.18572644061700577]]","[[0.11427355938297122, 0.18572644061700577], [0.5857264406170287, 0.1142735593829943]]"
config_2x2_d1_p02,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,3,2x2_moderate_sparse,2,67779011,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999964,0.0,1.0858115249361378,0.19075814159978516,0.19075814159978516,0.0,2.5884498452564452e-33,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_02,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.5857264406170287, 0.1142735593829943], [0.11427355938297122, 0.18572644061700577]]","[[0.11427355938297122, 0.18572644061700577], [0.5857264406170287, 0.1142735593829943]]"
config_2x2_d1_p03,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,1,2x2_moderate_sparse,3,1296912172,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999942,2.220446049250313e-16,1.085811524936138,0.19075814159978516,0.19075814159978519,-2.220446049250313e-16,2.5884498452564452e-33,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_03,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.18572644061700577, 0.11427355938297122], [0.1142735593829943, 0.5857264406170287]]","[[0.1142735593829943, 0.5857264406170287], [0.18572644061700577, 0.11427355938297122]]"
config_2x2_d1_p04,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,1,2x2_moderate_sparse,4,1859171400,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999964,0.0,0.8000000000000921,0.19075814159978516,0.19075814159978516,0.15563234009592075,0.2609354501882979,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_04,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.18572644061700577, 0.11427355938297122], [0.1142735593829943, 0.5857264406170287]]","[[0.5857264406170287, 0.1142735593829943], [0.11427355938297122, 0.18572644061700577]]"
config_2x2_d1_p05,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,1,2x2_moderate_sparse,5,4163443367,dominant_0.70,0.7,8,0.09999999999999942,0.09999999999999964,-2.220446049250313e-16,0.8000000000000921,0.19075814159978519,0.19075814159978516,0.15563234009592075,0.2609354501882979,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_05,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.1142735593829943, 0.5857264406170287], [0.18572644061700577, 0.11427355938297122]]","[[0.11427355938297122, 0.18572644061700577], [0.5857264406170287, 0.1142735593829943]]"
config_2x2_d1_p06,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,2,2x2_moderate_sparse,6,1730893497,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999964,0.0,1.085811524936138,0.19075814159978516,0.19075814159978516,0.0,2.5884498452563317e-33,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_06,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.11427355938297122, 0.18572644061700577], [0.5857264406170287, 0.1142735593829943]]","[[0.18572644061700577, 0.11427355938297122], [0.1142735593829943, 0.5857264406170287]]"
config_2x2_d1_p07,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,4,2x2_moderate_sparse,7,2434537019,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999964,0.0,1.0858115249361378,0.19075814159978516,0.19075814159978516,0.0,2.5884498452564452e-33,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_07,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.11427355938297122, 0.18572644061700577], [0.5857264406170287, 0.1142735593829943]]","[[0.5857264406170287, 0.1142735593829943], [0.11427355938297122, 0.18572644061700577]]"
config_2x2_d1_p08,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,1,2x2_moderate_sparse,8,2247311658,dominant_0.70,0.7,8,0.09999999999999964,0.09999999999999964,0.0,0.8000000000000921,0.19075814159978516,0.19075814159978516,0.15563234009592075,0.2609354501882979,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_08,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.18572644061700577, 0.11427355938297122], [0.1142735593829943, 0.5857264406170287]]","[[0.5857264406170287, 0.1142735593829943], [0.11427355938297122, 0.18572644061700577]]"
config_2x2_d1_p09,0,1,2,2,50,50,0.1,0.5299843155770898,0.5299843155770898,1,2x2_moderate_sparse,9,2216407629,dominant_0.70,0.7,8,0.09999999999999942,0.09999999999999964,-2.220446049250313e-16,1.0858115249361378,0.19075814159978519,0.19075814159978516,0.0,2.5884498452563317e-33,0.11427355938297122,0.11427355938297122,5.713677969148561,5.713677969148561,0.0,0.0,0.25,0.25,False,moderate_sparse,Moderate sparsity,population_09,4,12.5,12.5,1.0,5.713677969148561,0.0,0.0,0.0,0.0,14.99999999999885,14.99999999999885,15.000000000000002,15.000000000000002,0.700000000000023,0.7,0.700000000000023,0.7,"[[0.1142735593829943, 0.5857264406170287], [0.18572644061700577, 0.11427355938297122]]","[[0.5857264406170287, 0.1142735593829943], [0.11427355938297122, 0.18572644061700577]]"
config_2x2_d2_p00,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,0,2944737546,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,1.6932715007949857,0.25314800380847835,0.2531480038084783,2.220446049250313e-16,1.2636026365124646e-32,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_00,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]"
config_2x2_d2_p01,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,1,405258705,dominant_0.90,0.9,3,0.09999999999999987,0.10000000000000003,-1.6653345369377348e-16,1.6932715007949857,0.2531480038084783,0.25314800380847835,2.220446049250313e-16,1.2636026365124646e-32,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_01,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]","[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]"
config_2x2_d2_p02,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,2,2357939940,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,1.693271500794986,0.25314800380847835,0.25314800380847835,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_02,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.06165893759935301, 0.03834106240060664], [0.03834106240064697, 0.8616589375993935]]"
config_2x2_d2_p03,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,3,1700170971,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_03,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]"
config_2x2_d2_p04,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,2,2x2_ultra_sparse,4,2102412664,dominant_0.90,0.9,3,0.09999999999999976,0.09999999999999987,-1.1102230246251565e-16,1.693271500794986,0.2531480038084783,0.2531480038084783,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_04,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]","[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]"
config_2x2_d2_p05,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,5,917010488,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_05,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]"
config_2x2_d2_p06,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,6,1254560916,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_06,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]"
config_2x2_d2_p07,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,7,3179708651,dominant_0.90,0.9,3,0.09999999999999987,0.09999999999999976,1.1102230246251565e-16,1.693271500794986,0.2531480038084783,0.2531480038084783,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_07,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]"
config_2x2_d2_p08,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,8,3522743685,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_08,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]"
config_2x2_d2_p09,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,2,2x2_ultra_sparse,9,2729033886,dominant_0.90,0.9,3,0.09999999999999987,0.10000000000000003,-1.6653345369377348e-16,1.693271500794986,0.25314800380847835,0.25314800380847835,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_09,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.06165893759935301, 0.03834106240060664], [0.03834106240064697, 0.8616589375993935]]","[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]"
config_2x2_d3_p00,0,3,2,2,50,250,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_imbalanced,0,574888472,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,1.693271500794986,0.25314800380847835,0.25314800380847835,0.031032091069221335,0.06889639373630108,0.03834106240060664,0.03834106240060664,1.917053120030332,9.58526560015166,0.25,0.0,0.75,0.25,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_00,4,12.5,62.5,5.0,1.917053120030332,0.0,0.0,0.75,0.0,4.999999999997982,24.999999999989914,4.999999999999999,24.999999999999993,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.06165893759935301, 0.03834106240060664], [0.03834106240064697, 0.8616589375993935]]"
config_2x2_d3_p01,0,3,2,2,50,250,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_imbalanced,1,615621520,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,1.693271500794986,0.25314800380847835,0.25314800380847835,0.031032091069221335,0.06889639373630108,0.03834106240060664,0.03834106240060664,1.917053120030332,9.58526560015166,0.25,0.0,0.75,0.25,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_01,4,12.5,62.5,5.0,1.917053120030332,0.0,0.0,0.75,0.0,4.999999999997982,24.999999999989914,4.999999999999999,24.999999999999993,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.06165893759935301, 0.03834106240060664], [0.03834106240064697, 0.8616589375993935]]"
