configuration,family,description,total_n,total_strata,informative_strata,reference,exact_status,exact_state_count,mean,variance,skewness,fourth_cumulant,lyapunov_ratio,max_variance_share,total_support_width,min_expected_count,fraction_expected_below_1,fraction_expected_below_5,degenerate_fraction,moment_seconds,exact_seconds,reference_sampling_seconds,permutation_seconds,permutations,runtime_speedup_vs_permutation,normal_p_mae,edgeworth_p_mae,chi2_nominal_p_mae,chi2_informative_p_mae,normal_tail_p_mae,edgeworth_tail_p_mae,chi2_nominal_tail_p_mae,chi2_informative_tail_p_mae,normal_tail_max_error,edgeworth_tail_max_error,chi2_nominal_tail_max_error,chi2_informative_tail_max_error,normal_monotonicity_violations,edgeworth_monotonicity_violations,alpha,reference_fpr,normal_fpr,edgeworth_fpr,cornish_fisher_fpr,chi2_nominal_fpr,chi2_informative_fpr,normal_fpr_error_vs_reference,normal_size_distortion,edgeworth_fpr_error_vs_reference,edgeworth_size_distortion,cornish_fisher_fpr_error_vs_reference,cornish_fisher_size_distortion,chi2_nominal_fpr_error_vs_reference,chi2_nominal_size_distortion,chi2_informative_fpr_error_vs_reference,chi2_informative_size_distortion
homogeneous_k5_n5_x_skew,homogeneous,"5 equal strata of size 5; p_x=0.10, p_y=0.50",25,5,5,exact_convolution,available,6.0,8.017688703123202,1.3141853757746165,0.18257418583505508,-0.633263840696619,0.47469288317114383,0.19999999999999998,10,0.4,0.5,1.0,0.0,0.00023908400908112526,0.0001924589741975069,0.004271124955266714,0.006976666976697743,1000,29.180818087797924,0.12132280468054096,0.12532532668318605,0.46028434066028834,0.46028434066028834,0.047690672895020075,0.04275179929159175,0.017613781608231252,0.017613781608231252,0.05309542256905957,0.047745458849795516,0.03811115271973878,0.03811115271973878,0,0,0.01,0.0,0.010239999999999999,0.010239999999999999,0.010239999999999999,0.0,0.0,0.010239999999999999,0.0002399999999999989,0.010239999999999999,0.0002399999999999989,0.010239999999999999,0.0002399999999999989,0.0,0.01,0.0,0.01
homogeneous_k5_n5_x_skew,homogeneous,"5 equal strata of size 5; p_x=0.10, p_y=0.50",25,5,5,exact_convolution,available,6.0,8.017688703123202,1.3141853757746165,0.18257418583505508,-0.633263840696619,0.47469288317114383,0.19999999999999998,10,0.4,0.5,1.0,0.0,0.00023908400908112526,0.0001924589741975069,0.004271124955266714,0.006976666976697743,1000,29.180818087797924,0.12132280468054096,0.12532532668318605,0.46028434066028834,0.46028434066028834,0.047690672895020075,0.04275179929159175,0.017613781608231252,0.017613781608231252,0.05309542256905957,0.047745458849795516,0.03811115271973878,0.03811115271973878,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001
homogeneous_k5_n5_both_skew,homogeneous,"5 equal strata of size 5; p_x=0.10, p_y=0.10",25,5,5,exact_convolution,available,6.0,7.025396549107526,16.19050572152095,0.6708203932499371,13.106623775930188,0.7602631123499286,0.2,10,0.2,0.75,1.0,0.0,0.00025870895478874445,0.0002084170700982213,0.004206541925668716,0.007002957980148494,1000,27.06886580662406,0.14293716607043494,0.1572680593733526,0.3082111152922238,0.3082111152922238,0.04069706260838574,0.02756881517547982,0.04584052098654703,0.04584052098654703,0.04524634066126214,0.03060135809933376,0.05114060415800702,0.05114060415800702,0,0,0.1,0.05792,0.05792,0.05792,0.05792,0.26271999999999995,0.26271999999999995,0.0,0.042080000000000006,0.0,0.042080000000000006,0.0,0.042080000000000006,0.20479999999999995,0.16271999999999995,0.20479999999999995,0.16271999999999995
homogeneous_k5_n5_both_skew,homogeneous,"5 equal strata of size 5; p_x=0.10, p_y=0.10",25,5,5,exact_convolution,available,6.0,7.025396549107526,16.19050572152095,0.6708203932499371,13.106623775930188,0.7602631123499286,0.2,10,0.2,0.75,1.0,0.0,0.00025870895478874445,0.0002084170700982213,0.004206541925668716,0.007002957980148494,1000,27.06886580662406,0.14293716607043494,0.1572680593733526,0.3082111152922238,0.3082111152922238,0.04069706260838574,0.02756881517547982,0.04584052098654703,0.04584052098654703,0.04524634066126214,0.03060135809933376,0.05114060415800702,0.05114060415800702,0,0,0.05,0.00672,0.05792,0.05792,0.05792,0.26271999999999995,0.26271999999999995,0.051199999999999996,0.007919999999999996,0.051199999999999996,0.007919999999999996,0.051199999999999996,0.007919999999999996,0.25599999999999995,0.21271999999999996,0.25599999999999995,0.21271999999999996
homogeneous_k5_n5_both_skew,homogeneous,"5 equal strata of size 5; p_x=0.10, p_y=0.10",25,5,5,exact_convolution,available,6.0,7.025396549107526,16.19050572152095,0.6708203932499371,13.106623775930188,0.7602631123499286,0.2,10,0.2,0.75,1.0,0.0,0.00025870895478874445,0.0002084170700982213,0.004206541925668716,0.007002957980148494,1000,27.06886580662406,0.14293716607043494,0.1572680593733526,0.3082111152922238,0.3082111152922238,0.04069706260838574,0.02756881517547982,0.04584052098654703,0.04584052098654703,0.04524634066126214,0.03060135809933376,0.05114060415800702,0.05114060415800702,0,0,0.01,0.00672,0.00672,0.00672,0.00672,0.05792,0.05792,0.0,0.00328,0.0,0.00328,0.0,0.00328,0.051199999999999996,0.04792,0.051199999999999996,0.04792
homogeneous_k5_n5_both_skew,homogeneous,"5 equal strata of size 5; p_x=0.10, p_y=0.10",25,5,5,exact_convolution,available,6.0,7.025396549107526,16.19050572152095,0.6708203932499371,13.106623775930188,0.7602631123499286,0.2,10,0.2,0.75,1.0,0.0,0.00025870895478874445,0.0002084170700982213,0.004206541925668716,0.007002957980148494,1000,27.06886580662406,0.14293716607043494,0.1572680593733526,0.3082111152922238,0.3082111152922238,0.04069706260838574,0.02756881517547982,0.04584052098654703,0.04584052098654703,0.04524634066126214,0.03060135809933376,0.05114060415800702,0.05114060415800702,0,0,0.001,0.00031999999999999997,0.00672,0.00031999999999999997,0.00031999999999999997,0.00672,0.00672,0.0064,0.00572,0.0,0.00068,0.0,0.00068,0.0064,0.00572,0.0064,0.00572
homogeneous_k5_n10_balanced,homogeneous,"5 equal strata of size 10; p_x=0.50, p_y=0.50",50,5,5,exact_convolution,available,21.0,5.972474175533944,15.877980896858999,1.5393106780576904,922.0897700936325,1.6015776340159165,0.2,30,2.5,0.0,1.0,0.0,0.0002542919246479869,0.00023062503896653652,0.012385584064759314,0.007415125030092895,1000,29.159891885507413,0.11865636045221906,0.16272514708369154,0.21492574603023412,0.21492574603023412,0.033039534414401814,0.0071531709934522444,0.045273332865583556,0.045273332865583556,0.040528102567271504,0.018077965326773915,0.0646616833679603,0.0646616833679603,0,0,0.1,0.09471541899883468,0.09471541899883468,0.09471541899883468,0.09471541899883468,0.09471541899883468,0.09471541899883468,0.0,0.005284581001165328,0.0,0.005284581001165328,0.0,0.005284581001165328,0.0,0.005284581001165328,0.0,0.005284581001165328
homogeneous_k5_n10_balanced,homogeneous,"5 equal strata of size 10; p_x=0.50, p_y=0.50",50,5,5,exact_convolution,available,21.0,5.972474175533944,15.877980896858999,1.5393106780576904,922.0897700936325,1.6015776340159165,0.2,30,2.5,0.0,1.0,0.0,0.0002542919246479869,0.00023062503896653652,0.012385584064759314,0.007415125030092895,1000,29.159891885507413,0.11865636045221906,0.16272514708369154,0.21492574603023412,0.21492574603023412,0.033039534414401814,0.0071531709934522444,0.045273332865583556,0.045273332865583556,0.040528102567271504,0.018077965326773915,0.0646616833679603,0.0646616833679603,0,0,0.05,0.04551517003138004,0.04551517003138004,0.04551517003138004,0.04551517003138004,0.09471541899883468,0.09471541899883468,0.0,0.004484829968619965,0.0,0.004484829968619965,0.0,0.004484829968619965,0.04920024896745464,0.044715418998834675,0.04920024896745464,0.044715418998834675
homogeneous_k5_n10_balanced,homogeneous,"5 equal strata of size 10; p_x=0.50, p_y=0.50",50,5,5,exact_convolution,available,21.0,5.972474175533944,15.877980896858999,1.5393106780576904,922.0897700936325,1.6015776340159165,0.2,30,2.5,0.0,1.0,0.0,0.0002542919246479869,0.00023062503896653652,0.012385584064759314,0.007415125030092895,1000,29.159891885507413,0.11865636045221906,0.16272514708369154,0.21492574603023412,0.21492574603023412,0.033039534414401814,0.0071531709934522444,0.045273332865583556,0.045273332865583556,0.040528102567271504,0.018077965326773915,0.0646616833679603,0.0646616833679603,0,0,0.01,0.007876979571277235,0.04551517003138004,0.02362105924086272,0.007569478015230643,0.04551517003138004,0.04551517003138004,0.037638190460102805,0.035515170031380036,0.015744079669585485,0.013621059240862718,0.00030750155604659154,0.002430521984769357,0.037638190460102805,0.035515170031380036,0.037638190460102805,0.035515170031380036
homogeneous_k5_n10_balanced,homogeneous,"5 equal strata of size 10; p_x=0.50, p_y=0.50",50,5,5,exact_convolution,available,21.0,5.972474175533944,15.877980896858999,1.5393106780576904,922.0897700936325,1.6015776340159165,0.2,30,2.5,0.0,1.0,0.0,0.0002542919246479869,0.00023062503896653652,0.012385584064759314,0.007415125030092895,1000,29.159891885507413,0.11865636045221906,0.16272514708369154,0.21492574603023412,0.21492574603023412,0.033039534414401814,0.0071531709934522444,0.045273332865583556,0.045273332865583556,0.040528102567271504,0.018077965326773915,0.0646616833679603,0.0646616833679603,0,0,0.001,0.0006814431597869931,0.02362105924086272,0.007569478015230643,0.0006814431597869931,0.007569478015230643,0.007569478015230643,0.022939616081075725,0.022621059240862718,0.00688803485544365,0.006569478015230643,0.0,0.0003185568402130069,0.00688803485544365,0.006569478015230643,0.00688803485544365,0.006569478015230643
