shape,profile,family,constructor,n_p,n_q,relative_effect,achieved_mi_p,achieved_mi_q,absolute_mi_difference,wald_rejection,wald_valid,welch_rejection,welch_valid,welch_minus_wald
3x3,different_skew,spread,loglinear,500,50,0.0,0.0482858953132899,0.0482858953132881,0.0,0.0845,1.0,0.0298,0.9999,-0.054700000000000006
3x3,different_skew,spread,loglinear,10,10,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.1302,0.9902,0.0358,0.7871,-0.09440000000000001
3x3,different_skew,spread,loglinear,50,50,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.0426,1.0,0.0324,1.0,-0.0102
3x3,different_skew,spread,loglinear,250,250,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.0935,1.0,0.0822,1.0,-0.011300000000000004
3x3,different_skew,spread,loglinear,1000,1000,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.3097,1.0,0.3032,1.0,-0.00649999999999995
3x3,different_skew,spread,loglinear,50,500,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.1253,1.0,0.0159,1.0,-0.1094
3x3,different_skew,spread,loglinear,500,50,0.1,0.0482858953132899,0.0724288429699323,0.0241429476566442,0.0746,1.0,0.0411,1.0,-0.0335
3x3,different_skew,spread,loglinear,10,10,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.1376,0.9903,0.0343,0.7863,-0.1033
3x3,different_skew,spread,loglinear,50,50,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.1144,1.0,0.0983,1.0,-0.016100000000000003
3x3,different_skew,spread,loglinear,250,250,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.4624,1.0,0.4427,1.0,-0.019699999999999995
3x3,different_skew,spread,loglinear,1000,1000,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.9739,1.0,0.9727,1.0,-0.0011999999999999789
3x3,different_skew,spread,loglinear,50,500,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.3066,1.0,0.1129,1.0,-0.19369999999999998
3x3,different_skew,spread,loglinear,500,50,0.3,0.0482858953132899,0.1207147382832214,0.0724288429699326,0.1425,1.0,0.1234,1.0,-0.019099999999999992
3x3,different_skew,spread,loglinear,10,10,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.1633,0.99,0.0404,0.7993,-0.12290000000000001
3x3,different_skew,spread,loglinear,50,50,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.3132,1.0,0.2856,1.0,-0.027599999999999958
3x3,different_skew,spread,loglinear,250,250,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.9131,1.0,0.9077,1.0,-0.005400000000000071
3x3,different_skew,spread,loglinear,1000,1000,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,1.0,1.0,1.0,1.0,0.0
3x3,different_skew,spread,loglinear,50,500,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.6053,1.0,0.483,1.0,-0.12229999999999996
3x3,different_skew,spread,loglinear,500,50,0.6,0.0482858953132899,0.1931435812531521,0.1448576859398653,0.3976,1.0,0.3753,1.0,-0.022299999999999986
5x5,uniform,common,additive,10,10,0.0,0.0184396906055175,0.0184396906055175,0.0,0.1002,1.0,0.0607,0.9996,-0.0395
5x5,uniform,common,additive,50,50,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0671,1.0,0.0479,1.0,-0.01920000000000001
5x5,uniform,common,additive,250,250,0.0,0.0184396906055175,0.0184396906055175,0.0,0.021,1.0,0.0178,1.0,-0.0032000000000000015
5x5,uniform,common,additive,1000,1000,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0324,1.0,0.0293,1.0,-0.0030999999999999986
5x5,uniform,common,additive,50,500,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0819,1.0,0.048,1.0,-0.0339
5x5,uniform,common,additive,500,50,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0872,1.0,0.0522,1.0,-0.034999999999999996
5x5,uniform,common,additive,10,10,0.1,0.0184396906055175,0.0276595359082758,0.0092198453027586,0.1083,1.0,0.0658,0.9993,-0.042499999999999996
5x5,uniform,common,additive,50,50,0.1,0.0184396906055175,0.0276595359082758,0.0092198453027586,0.0663,1.0,0.0475,1.0,-0.018799999999999997
5x5,uniform,common,additive,250,250,0.1,0.0184396906055175,0.0276595359082758,0.0092198453027586,0.0352,1.0,0.0289,1.0,-0.0063000000000000035
5x5,uniform,common,additive,1000,1000,0.1,0.0184396906055175,0.0276595359082758,0.0092198453027586,0.126,1.0,0.1181,1.0,-0.007900000000000004
5x5,uniform,common,additive,50,500,0.1,0.0184396906055175,0.0276595359082758,0.0092198453027586,0.0707,1.0,0.0399,1.0,-0.0308
5x5,uniform,common,additive,500,50,0.1,0.0184396906055175,0.0276595359082758,0.0092198453027586,0.1018,1.0,0.0626,1.0,-0.0392
5x5,uniform,common,additive,10,10,0.3,0.0184396906055175,0.0460992265137933,0.0276595359082759,0.1058,1.0,0.0652,0.9995,-0.04060000000000001
5x5,uniform,common,additive,50,50,0.3,0.0184396906055175,0.0460992265137933,0.0276595359082759,0.0813,1.0,0.0606,1.0,-0.020699999999999996
5x5,uniform,common,additive,250,250,0.3,0.0184396906055175,0.0460992265137933,0.0276595359082759,0.1316,1.0,0.1195,1.0,-0.0121
5x5,uniform,common,additive,1000,1000,0.3,0.0184396906055175,0.0460992265137933,0.0276595359082759,0.6709,1.0,0.6618,1.0,-0.009099999999999997
5x5,uniform,common,additive,50,500,0.3,0.0184396906055175,0.0460992265137933,0.0276595359082759,0.0716,1.0,0.0316,1.0,-0.039999999999999994
5x5,uniform,common,additive,500,50,0.3,0.0184396906055175,0.0460992265137933,0.0276595359082759,0.1447,1.0,0.1001,1.0,-0.0446
5x5,uniform,common,additive,10,10,0.6,0.0184396906055175,0.0737587624220665,0.0553190718165517,0.1088,1.0,0.0688,0.9994,-0.039999999999999994
5x5,uniform,common,additive,50,50,0.6,0.0184396906055175,0.0737587624220665,0.0553190718165517,0.106,1.0,0.0839,1.0,-0.022099999999999995
5x5,uniform,common,additive,250,250,0.6,0.0184396906055175,0.0737587624220665,0.0553190718165517,0.4631,1.0,0.4391,1.0,-0.02400000000000002
5x5,uniform,common,additive,1000,1000,0.6,0.0184396906055175,0.0737587624220665,0.0553190718165517,0.9954,1.0,0.9951,1.0,-0.00029999999999996696
5x5,uniform,common,additive,50,500,0.6,0.0184396906055175,0.0737587624220665,0.0553190718165517,0.1078,1.0,0.0515,1.0,-0.05630000000000001
5x5,uniform,common,additive,500,50,0.6,0.0184396906055175,0.0737587624220665,0.0553190718165517,0.2169,1.0,0.162,1.0,-0.054900000000000004
5x5,uniform,common,loglinear,10,10,0.0,0.0184396906055177,0.0184396906055177,0.0,0.1086,1.0,0.0661,0.9993,-0.042499999999999996
5x5,uniform,common,loglinear,50,50,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0662,1.0,0.0491,1.0,-0.017099999999999997
5x5,uniform,common,loglinear,250,250,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0213,1.0,0.0158,1.0,-0.005499999999999998
5x5,uniform,common,loglinear,1000,1000,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0326,1.0,0.0297,1.0,-0.0028999999999999963
5x5,uniform,common,loglinear,50,500,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0901,1.0,0.0547,1.0,-0.0354
5x5,uniform,common,loglinear,500,50,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0914,1.0,0.0526,1.0,-0.038799999999999994
5x5,uniform,common,loglinear,10,10,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.1083,1.0,0.0668,0.9995,-0.041499999999999995
5x5,uniform,common,loglinear,50,50,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.0696,1.0,0.0528,1.0,-0.016799999999999995
5x5,uniform,common,loglinear,250,250,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.0375,1.0,0.0329,1.0,-0.0046
5x5,uniform,common,loglinear,1000,1000,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.1167,1.0,0.1096,1.0,-0.007099999999999995
5x5,uniform,common,loglinear,50,500,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.0756,1.0,0.0388,1.0,-0.0368
5x5,uniform,common,loglinear,500,50,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.1016,1.0,0.0673,1.0,-0.0343
5x5,uniform,common,loglinear,10,10,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.1088,1.0,0.0657,0.9997,-0.0431
5x5,uniform,common,loglinear,50,50,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.0825,1.0,0.0672,1.0,-0.015300000000000008
5x5,uniform,common,loglinear,250,250,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.12,1.0,0.1051,1.0,-0.014899999999999997
5x5,uniform,common,loglinear,1000,1000,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.6265,1.0,0.6166,1.0,-0.009899999999999909
5x5,uniform,common,loglinear,50,500,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.0695,1.0,0.0323,1.0,-0.037200000000000004
5x5,uniform,common,loglinear,500,50,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.1483,1.0,0.1098,1.0,-0.03849999999999999
5x5,uniform,common,loglinear,10,10,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.1147,1.0,0.0706,0.9993,-0.0441
5x5,uniform,common,loglinear,50,50,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.1155,1.0,0.0943,1.0,-0.02120000000000001
5x5,uniform,common,loglinear,250,250,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.3924,1.0,0.3729,1.0,-0.019500000000000017
5x5,uniform,common,loglinear,1000,1000,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.9883,1.0,0.9874,1.0,-0.0008999999999999009
5x5,uniform,common,loglinear,50,500,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.0967,1.0,0.0446,1.0,-0.052099999999999994
5x5,uniform,common,loglinear,500,50,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.239,1.0,0.1855,1.0,-0.05349999999999999
5x5,uniform,rare,additive,10,10,0.0,0.0184396906055175,0.0184396906055175,0.0,0.1103,1.0,0.0698,0.9998,-0.040499999999999994
5x5,uniform,rare,additive,50,50,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0643,1.0,0.0474,1.0,-0.0169
5x5,uniform,rare,additive,250,250,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0201,1.0,0.0152,1.0,-0.0049
5x5,uniform,rare,additive,1000,1000,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0321,1.0,0.0287,1.0,-0.0033999999999999968
5x5,uniform,rare,additive,50,500,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0868,1.0,0.0519,1.0,-0.0349
5x5,uniform,rare,additive,500,50,0.0,0.0184396906055175,0.0184396906055175,0.0,0.0801,1.0,0.0483,1.0,-0.0318
5x5,uniform,rare,additive,10,10,0.1,0.0184396906055175,0.0276595359082754,0.0092198453027586,0.104,1.0,0.0614,0.9994,-0.04259999999999999
5x5,uniform,rare,additive,50,50,0.1,0.0184396906055175,0.0276595359082754,0.0092198453027586,0.0717,1.0,0.0544,1.0,-0.017300000000000003
5x5,uniform,rare,additive,250,250,0.1,0.0184396906055175,0.0276595359082754,0.0092198453027586,0.0324,1.0,0.0266,1.0,-0.0058
5x5,uniform,rare,additive,1000,1000,0.1,0.0184396906055175,0.0276595359082754,0.0092198453027586,0.1212,1.0,0.1137,1.0,-0.007500000000000007
5x5,uniform,rare,additive,50,500,0.1,0.0184396906055175,0.0276595359082754,0.0092198453027586,0.0724,1.0,0.0405,1.0,-0.031900000000000005
5x5,uniform,rare,additive,500,50,0.1,0.0184396906055175,0.0276595359082754,0.0092198453027586,0.101,1.0,0.0649,1.0,-0.03610000000000001
5x5,uniform,rare,additive,10,10,0.3,0.0184396906055175,0.0460992265137929,0.0276595359082759,0.1057,1.0,0.064,0.9998,-0.0417
5x5,uniform,rare,additive,50,50,0.3,0.0184396906055175,0.0460992265137929,0.0276595359082759,0.082,1.0,0.0629,1.0,-0.019100000000000006
5x5,uniform,rare,additive,250,250,0.3,0.0184396906055175,0.0460992265137929,0.0276595359082759,0.1394,1.0,0.1249,1.0,-0.014499999999999999
5x5,uniform,rare,additive,1000,1000,0.3,0.0184396906055175,0.0460992265137929,0.0276595359082759,0.6657,1.0,0.6548,1.0,-0.01089999999999991
5x5,uniform,rare,additive,50,500,0.3,0.0184396906055175,0.0460992265137929,0.0276595359082759,0.0719,1.0,0.031,1.0,-0.040900000000000006
5x5,uniform,rare,additive,500,50,0.3,0.0184396906055175,0.0460992265137929,0.0276595359082759,0.1406,1.0,0.1014,1.0,-0.0392
5x5,uniform,rare,additive,10,10,0.6,0.0184396906055175,0.0737587624220674,0.0553190718165517,0.1145,1.0,0.0695,0.9995,-0.045
5x5,uniform,rare,additive,50,50,0.6,0.0184396906055175,0.0737587624220674,0.0553190718165517,0.0997,1.0,0.0774,1.0,-0.0223
5x5,uniform,rare,additive,250,250,0.6,0.0184396906055175,0.0737587624220674,0.0553190718165517,0.4554,1.0,0.4332,1.0,-0.022200000000000053
5x5,uniform,rare,additive,1000,1000,0.6,0.0184396906055175,0.0737587624220674,0.0553190718165517,0.9942,1.0,0.9939,1.0,-0.00029999999999996696
5x5,uniform,rare,additive,50,500,0.6,0.0184396906055175,0.0737587624220674,0.0553190718165517,0.1029,1.0,0.0466,1.0,-0.0563
5x5,uniform,rare,additive,500,50,0.6,0.0184396906055175,0.0737587624220674,0.0553190718165517,0.2275,1.0,0.172,1.0,-0.05550000000000002
5x5,uniform,rare,loglinear,10,10,0.0,0.0184396906055177,0.0184396906055177,0.0,0.1083,1.0,0.0667,0.9994,-0.0416
5x5,uniform,rare,loglinear,50,50,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0657,1.0,0.048,1.0,-0.017699999999999994
5x5,uniform,rare,loglinear,250,250,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0199,1.0,0.0155,1.0,-0.004400000000000001
5x5,uniform,rare,loglinear,1000,1000,0.0,0.0184396906055177,0.0184396906055177,0.0,0.035,1.0,0.0316,1.0,-0.0034000000000000002
5x5,uniform,rare,loglinear,50,500,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0861,1.0,0.0511,1.0,-0.034999999999999996
5x5,uniform,rare,loglinear,500,50,0.0,0.0184396906055177,0.0184396906055177,0.0,0.0854,1.0,0.0517,1.0,-0.0337
5x5,uniform,rare,loglinear,10,10,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.1055,1.0,0.0628,0.9998,-0.0427
5x5,uniform,rare,loglinear,50,50,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.0692,1.0,0.0498,1.0,-0.0194
5x5,uniform,rare,loglinear,250,250,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.0345,1.0,0.0293,1.0,-0.005200000000000003
5x5,uniform,rare,loglinear,1000,1000,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.1157,1.0,0.1084,1.0,-0.007300000000000001
5x5,uniform,rare,loglinear,50,500,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.072,1.0,0.0397,1.0,-0.032299999999999995
5x5,uniform,rare,loglinear,500,50,0.1,0.0184396906055177,0.0276595359082754,0.0092198453027586,0.0964,1.0,0.0601,1.0,-0.0363
5x5,uniform,rare,loglinear,10,10,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.1086,1.0,0.0675,0.9995,-0.0411
5x5,uniform,rare,loglinear,50,50,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.0803,1.0,0.063,1.0,-0.017299999999999996
5x5,uniform,rare,loglinear,250,250,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.1205,1.0,0.1077,1.0,-0.012799999999999992
5x5,uniform,rare,loglinear,1000,1000,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.6253,1.0,0.6141,1.0,-0.011199999999999988
5x5,uniform,rare,loglinear,50,500,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.0688,1.0,0.0317,1.0,-0.0371
5x5,uniform,rare,loglinear,500,50,0.3,0.0184396906055177,0.0460992265137925,0.0276595359082759,0.1494,1.0,0.1097,1.0,-0.0397
5x5,uniform,rare,loglinear,10,10,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.1101,1.0,0.066,0.9996,-0.0441
5x5,uniform,rare,loglinear,50,50,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.1187,1.0,0.0952,1.0,-0.023499999999999993
5x5,uniform,rare,loglinear,250,250,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.3839,1.0,0.3626,1.0,-0.02130000000000004
5x5,uniform,rare,loglinear,1000,1000,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.9852,1.0,0.9847,1.0,-0.0004999999999999449
5x5,uniform,rare,loglinear,50,500,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.0988,1.0,0.0475,1.0,-0.0513
5x5,uniform,rare,loglinear,500,50,0.6,0.0184396906055177,0.0737587624220565,0.0553190718165517,0.2355,1.0,0.1841,1.0,-0.051399999999999973
5x5,uniform,spread,additive,10,10,0.0,0.0268703317143432,0.0268703317143432,0.0,0.1102,1.0,0.0658,0.9996,-0.04440000000000001
5x5,uniform,spread,additive,50,50,0.0,0.0268703317143432,0.0268703317143432,0.0,0.0698,1.0,0.0496,1.0,-0.020200000000000003
5x5,uniform,spread,additive,250,250,0.0,0.0268703317143432,0.0268703317143432,0.0,0.0302,1.0,0.0257,1.0,-0.0045000000000000005
5x5,uniform,spread,additive,1000,1000,0.0,0.0268703317143432,0.0268703317143432,0.0,0.0371,1.0,0.0346,1.0,-0.0025000000000000022
5x5,uniform,spread,additive,50,500,0.0,0.0268703317143432,0.0268703317143432,0.0,0.0923,1.0,0.0564,1.0,-0.035899999999999994
5x5,uniform,spread,additive,500,50,0.0,0.0268703317143432,0.0268703317143432,0.0,0.086,1.0,0.0529,1.0,-0.03309999999999999
5x5,uniform,spread,additive,10,10,0.1,0.0268703317143432,0.0403054975715138,0.0134351658571719,0.1045,1.0,0.0669,0.9997,-0.037599999999999995
5x5,uniform,spread,additive,50,50,0.1,0.0268703317143432,0.0403054975715138,0.0134351658571719,0.0732,1.0,0.056,1.0,-0.0172
5x5,uniform,spread,additive,250,250,0.1,0.0268703317143432,0.0403054975715138,0.0134351658571719,0.0476,1.0,0.0411,1.0,-0.006500000000000006
5x5,uniform,spread,additive,1000,1000,0.1,0.0268703317143432,0.0403054975715138,0.0134351658571719,0.1781,1.0,0.1715,1.0,-0.006599999999999995
5x5,uniform,spread,additive,50,500,0.1,0.0268703317143432,0.0403054975715138,0.0134351658571719,0.0755,1.0,0.0417,1.0,-0.0338
5x5,uniform,spread,additive,500,50,0.1,0.0268703317143432,0.0403054975715138,0.0134351658571719,0.1083,1.0,0.0743,1.0,-0.03399999999999999
5x5,uniform,spread,additive,10,10,0.3,0.0268703317143432,0.0671758292858593,0.0403054975715158,0.1124,1.0,0.0711,0.999,-0.0413
5x5,uniform,spread,additive,50,50,0.3,0.0268703317143432,0.0671758292858593,0.0403054975715158,0.0986,1.0,0.0761,1.0,-0.022499999999999992
5x5,uniform,spread,additive,250,250,0.3,0.0268703317143432,0.0671758292858593,0.0403054975715158,0.2226,1.0,0.2068,1.0,-0.01579999999999998
5x5,uniform,spread,additive,1000,1000,0.3,0.0268703317143432,0.0671758292858593,0.0403054975715158,0.8424,1.0,0.8368,1.0,-0.005600000000000049
5x5,uniform,spread,additive,50,500,0.3,0.0268703317143432,0.0671758292858593,0.0403054975715158,0.0837,1.0,0.0419,1.0,-0.0418
5x5,uniform,spread,additive,500,50,0.3,0.0268703317143432,0.0671758292858593,0.0403054975715158,0.1864,1.0,0.1419,1.0,-0.04450000000000001
5x5,uniform,spread,additive,10,10,0.6,0.0268703317143432,0.1074813268573753,0.0806109951430317,0.1159,1.0,0.0712,0.9997,-0.044700000000000004
5x5,uniform,spread,additive,50,50,0.6,0.0268703317143432,0.1074813268573753,0.0806109951430317,0.1579,1.0,0.1319,1.0,-0.026000000000000023
5x5,uniform,spread,additive,250,250,0.6,0.0268703317143432,0.1074813268573753,0.0806109951430317,0.6635,1.0,0.6478,1.0,-0.015699999999999936
5x5,uniform,spread,additive,1000,1000,0.6,0.0268703317143432,0.1074813268573753,0.0806109951430317,0.9999,1.0,0.9999,1.0,0.0
5x5,uniform,spread,additive,50,500,0.6,0.0268703317143432,0.1074813268573753,0.0806109951430317,0.1718,1.0,0.1039,1.0,-0.0679
5x5,uniform,spread,additive,500,50,0.6,0.0268703317143432,0.1074813268573753,0.0806109951430317,0.3175,1.0,0.2626,1.0,-0.054900000000000004
5x5,uniform,spread,loglinear,10,10,0.0,0.0268703317143441,0.0268703317143441,0.0,0.1043,1.0,0.0635,0.9997,-0.0408
5x5,uniform,spread,loglinear,50,50,0.0,0.0268703317143441,0.0268703317143441,0.0,0.0675,1.0,0.0503,1.0,-0.017200000000000007
5x5,uniform,spread,loglinear,250,250,0.0,0.0268703317143441,0.0268703317143441,0.0,0.0232,1.0,0.0196,1.0,-0.003599999999999999
5x5,uniform,spread,loglinear,1000,1000,0.0,0.0268703317143441,0.0268703317143441,0.0,0.0361,1.0,0.034,1.0,-0.0020999999999999977
5x5,uniform,spread,loglinear,50,500,0.0,0.0268703317143441,0.0268703317143441,0.0,0.0872,1.0,0.0547,1.0,-0.0325
5x5,uniform,spread,loglinear,500,50,0.0,0.0268703317143441,0.0268703317143441,0.0,0.0913,1.0,0.0563,1.0,-0.035
5x5,uniform,spread,loglinear,10,10,0.1,0.0268703317143441,0.0403054975715155,0.0134351658571719,0.1079,1.0,0.0656,0.9994,-0.04229999999999999
5x5,uniform,spread,loglinear,50,50,0.1,0.0268703317143441,0.0403054975715155,0.0134351658571719,0.0801,1.0,0.0608,1.0,-0.019300000000000005
5x5,uniform,spread,loglinear,250,250,0.1,0.0268703317143441,0.0403054975715155,0.0134351658571719,0.0522,1.0,0.0454,1.0,-0.0068000000000000005
5x5,uniform,spread,loglinear,1000,1000,0.1,0.0268703317143441,0.0403054975715155,0.0134351658571719,0.1771,1.0,0.1698,1.0,-0.007300000000000001
5x5,uniform,spread,loglinear,50,500,0.1,0.0268703317143441,0.0403054975715155,0.0134351658571719,0.0817,1.0,0.0452,1.0,-0.0365
5x5,uniform,spread,loglinear,500,50,0.1,0.0268703317143441,0.0403054975715155,0.0134351658571719,0.1147,1.0,0.0759,1.0,-0.0388
5x5,uniform,spread,loglinear,10,10,0.3,0.0268703317143441,0.0671758292858597,0.0403054975715158,0.1119,1.0,0.0679,0.9994,-0.044
5x5,uniform,spread,loglinear,50,50,0.3,0.0268703317143441,0.0671758292858597,0.0403054975715158,0.0928,1.0,0.0765,1.0,-0.016299999999999995
5x5,uniform,spread,loglinear,250,250,0.3,0.0268703317143441,0.0671758292858597,0.0403054975715158,0.2146,1.0,0.1995,1.0,-0.015100000000000002
5x5,uniform,spread,loglinear,1000,1000,0.3,0.0268703317143441,0.0671758292858597,0.0403054975715158,0.8299,1.0,0.8244,1.0,-0.005499999999999949
5x5,uniform,spread,loglinear,50,500,0.3,0.0268703317143441,0.0671758292858597,0.0403054975715158,0.0814,1.0,0.0392,1.0,-0.0422
5x5,uniform,spread,loglinear,500,50,0.3,0.0268703317143441,0.0671758292858597,0.0403054975715158,0.1814,1.0,0.1373,1.0,-0.0441
5x5,uniform,spread,loglinear,10,10,0.6,0.0268703317143441,0.1074813268573759,0.0806109951430317,0.1105,1.0,0.067,0.9999,-0.0435
5x5,uniform,spread,loglinear,50,50,0.6,0.0268703317143441,0.1074813268573759,0.0806109951430317,0.162,1.0,0.1364,1.0,-0.02560000000000001
5x5,uniform,spread,loglinear,250,250,0.6,0.0268703317143441,0.1074813268573759,0.0806109951430317,0.618,1.0,0.6023,1.0,-0.015700000000000047
5x5,uniform,spread,loglinear,1000,1000,0.6,0.0268703317143441,0.1074813268573759,0.0806109951430317,0.9992,1.0,0.9992,1.0,0.0
5x5,uniform,spread,loglinear,50,500,0.6,0.0268703317143441,0.1074813268573759,0.0806109951430317,0.1713,1.0,0.1035,1.0,-0.06780000000000001
5x5,uniform,spread,loglinear,500,50,0.6,0.0268703317143441,0.1074813268573759,0.0806109951430317,0.3309,1.0,0.2734,1.0,-0.05750000000000005
5x5,different_skew,common,additive,10,10,0.0,0.027983292774441,0.0279832927744405,0.0,0.158,0.9893,0.074,0.7848,-0.084
5x5,different_skew,common,additive,50,50,0.0,0.027983292774441,0.0279832927744405,0.0,0.0612,1.0,0.0374,1.0,-0.023799999999999995
5x5,different_skew,common,additive,250,250,0.0,0.027983292774441,0.0279832927744405,0.0,0.0307,1.0,0.0232,1.0,-0.007500000000000003
5x5,different_skew,common,additive,1000,1000,0.0,0.027983292774441,0.0279832927744405,0.0,0.0397,1.0,0.0348,1.0,-0.004900000000000002
5x5,different_skew,common,additive,50,500,0.0,0.027983292774441,0.0279832927744405,0.0,0.0919,1.0,0.0164,1.0,-0.0755
5x5,different_skew,common,additive,500,50,0.0,0.027983292774441,0.0279832927744405,0.0,0.2751,1.0,0.0637,1.0,-0.2114
5x5,different_skew,common,additive,10,10,0.1,0.027983292774441,0.041974939161661,0.0139916463872203,0.1566,0.9879,0.07,0.7791,-0.08659999999999998
5x5,different_skew,common,additive,50,50,0.1,0.027983292774441,0.041974939161661,0.0139916463872203,0.0502,1.0,0.0308,1.0,-0.0194
5x5,different_skew,common,additive,250,250,0.1,0.027983292774441,0.041974939161661,0.0139916463872203,0.0402,1.0,0.0304,1.0,-0.0098
5x5,different_skew,common,additive,1000,1000,0.1,0.027983292774441,0.041974939161661,0.0139916463872203,0.1545,1.0,0.1444,1.0,-0.010099999999999998
5x5,different_skew,common,additive,50,500,0.1,0.027983292774441,0.041974939161661,0.0139916463872203,0.1229,1.0,0.0222,1.0,-0.1007
5x5,different_skew,common,additive,500,50,0.1,0.027983292774441,0.041974939161661,0.0139916463872203,0.2124,1.0,0.0482,1.0,-0.1642
5x5,different_skew,common,additive,10,10,0.3,0.027983292774441,0.0699582319361031,0.0419749391616611,0.1547,0.989,0.0694,0.7806,-0.0853
5x5,different_skew,common,additive,50,50,0.3,0.027983292774441,0.0699582319361031,0.0419749391616611,0.047,1.0,0.0308,1.0,-0.0162
5x5,different_skew,common,additive,250,250,0.3,0.027983292774441,0.0699582319361031,0.0419749391616611,0.1634,1.0,0.1491,1.0,-0.01429999999999998
5x5,different_skew,common,additive,1000,1000,0.3,0.027983292774441,0.0699582319361031,0.0419749391616611,0.6931,1.0,0.6821,1.0,-0.01100000000000001
5x5,different_skew,common,additive,50,500,0.3,0.027983292774441,0.0699582319361031,0.0419749391616611,0.2088,1.0,0.0694,1.0,-0.13940000000000002
5x5,different_skew,common,additive,500,50,0.3,0.027983292774441,0.0699582319361031,0.0419749391616611,0.1406,1.0,0.0396,0.9999,-0.101
5x5,different_skew,common,additive,10,10,0.6,0.027983292774441,0.1119331710977629,0.0839498783233223,0.1629,0.9867,0.0635,0.7694,-0.09939999999999999
5x5,different_skew,common,additive,50,50,0.6,0.027983292774441,0.1119331710977629,0.0839498783233223,0.0578,1.0,0.0439,0.9999,-0.013899999999999996
5x5,different_skew,common,additive,250,250,0.6,0.027983292774441,0.1119331710977629,0.0839498783233223,0.5098,1.0,0.4909,1.0,-0.018900000000000028
