configuration_id,shape,alphabet_size,regime,regime_label,sample_size_p,sample_size_q,true_mi_p,true_mi_q,true_mi_difference,method,method_label,replicates,valid_count,valid_rate,reject_count,rejection_rate,wilson_low,wilson_high,source
4x4_ultra_n150,4x4,4,ultra,Ultra-skewed margins,150,150,0.05,0.1,0.05,expanded_welch,Expanded Welch,750,749,0.9986666666666668,76,0.1014686248331108,0.0818375835384596,0.1251667690975064,fixed_effect_screen
4x4_ultra_n150,4x4,4,ultra,Ultra-skewed margins,150,150,0.05,0.1,0.05,normal_wald,Normal Wald,750,750,1.0,91,0.1213333333333333,0.0998749422638173,0.1466509772729292,fixed_effect_screen
4x4_ultra_n250,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.05,0.0,constrained_lr,Constrained LR,750,750,1.0,27,0.036,0.0248575508945573,0.0518713927631462,fixed_effect_screen
4x4_ultra_n250,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.05,0.0,expanded_welch,Expanded Welch,750,750,1.0,18,0.024,0.0152341652874812,0.0376170786372319,fixed_effect_screen
4x4_ultra_n250,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.05,0.0,normal_wald,Normal Wald,750,750,1.0,31,0.0413333333333333,0.0292697518768171,0.0580715027733266,fixed_effect_screen
4x4_ultra_n250_delta0.005,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.055,0.005,constrained_lr,Constrained LR,750,750,1.0,38,0.050666666666666665,0.03713392397865151,0.06877887490826262,curve_run
4x4_ultra_n250_delta0.005,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.055,0.005,expanded_welch,Expanded Welch,750,750,1.0,27,0.036,0.024857550894557396,0.0518713927631462,curve_run
4x4_ultra_n250_delta0.005,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.055,0.005,normal_wald,Normal Wald,750,750,1.0,36,0.048,0.03487072634594164,0.06573591704475239,curve_run
4x4_ultra_n250_delta0.01,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,750,750,1.0,34,0.04533333333333334,0.03262003557583651,0.06268045231863743,curve_run
4x4_ultra_n250_delta0.01,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,750,750,1.0,28,0.037333333333333336,0.025954161442393,0.05342785996342066,curve_run
4x4_ultra_n250_delta0.01,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,750,750,1.0,34,0.04533333333333334,0.03262003557583651,0.06268045231863743,curve_run
4x4_ultra_n250_delta0.02,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.07,0.02,constrained_lr,Constrained LR,750,750,1.0,51,0.068,0.05209614530686504,0.0883066643054797,curve_run
4x4_ultra_n250_delta0.02,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.07,0.02,expanded_welch,Expanded Welch,750,750,1.0,44,0.058666666666666666,0.04399005168763517,0.07784121368793924,curve_run
4x4_ultra_n250_delta0.02,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.07,0.02,normal_wald,Normal Wald,750,750,1.0,49,0.06533333333333333,0.04976959333295865,0.08532706078316597,curve_run
4x4_ultra_n250_delta0.035,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.085,0.035,constrained_lr,Constrained LR,750,750,1.0,60,0.08,0.06265603433346555,0.10162447501186962,curve_run
4x4_ultra_n250_delta0.035,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.085,0.035,expanded_welch,Expanded Welch,750,750,1.0,53,0.07066666666666667,0.054430439423321944,0.0912785256852429,curve_run
4x4_ultra_n250_delta0.035,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.085,0.035,normal_wald,Normal Wald,750,750,1.0,62,0.08266666666666667,0.0650207424573,0.10456592238425527,curve_run
4x4_ultra_n250,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.1,0.05,constrained_lr,Constrained LR,750,750,1.0,119,0.1586666666666666,0.1342664680630043,0.1865456284208236,fixed_effect_screen
4x4_ultra_n250,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.1,0.05,expanded_welch,Expanded Welch,750,750,1.0,106,0.1413333333333333,0.1182258639863821,0.1680962217720152,fixed_effect_screen
4x4_ultra_n250,4x4,4,ultra,Ultra-skewed margins,250,250,0.05,0.1,0.05,normal_wald,Normal Wald,750,750,1.0,119,0.1586666666666666,0.1342664680630043,0.1865456284208236,fixed_effect_screen
4x4_ultra_n500,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.05,0.0,constrained_lr,Constrained LR,750,750,1.0,36,0.048,0.0348707263459416,0.0657359170447523,fixed_effect_screen
4x4_ultra_n500,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.05,0.0,expanded_welch,Expanded Welch,750,750,1.0,35,0.0466666666666666,0.0337437563797911,0.0642098092627928,fixed_effect_screen
4x4_ultra_n500,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.05,0.0,normal_wald,Normal Wald,750,750,1.0,36,0.048,0.0348707263459416,0.0657359170447523,fixed_effect_screen
4x4_ultra_n500_delta0.005,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.055,0.005,constrained_lr,Constrained LR,750,750,1.0,36,0.048,0.03487072634594164,0.06573591704475239,curve_run
4x4_ultra_n500_delta0.005,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.055,0.005,expanded_welch,Expanded Welch,750,750,1.0,29,0.03866666666666667,0.027055203217622517,0.05497989593630119,curve_run
4x4_ultra_n500_delta0.005,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.055,0.005,normal_wald,Normal Wald,750,750,1.0,35,0.04666666666666667,0.03374375637979117,0.06420980926279282,curve_run
4x4_ultra_n500_delta0.01,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,750,750,1.0,38,0.050666666666666665,0.03713392397865151,0.06877887490826262,curve_run
4x4_ultra_n500_delta0.01,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,750,750,1.0,34,0.04533333333333334,0.03262003557583651,0.06268045231863743,curve_run
4x4_ultra_n500_delta0.01,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,750,750,1.0,37,0.04933333333333333,0.036000821007074746,0.06725890013172933,curve_run
4x4_ultra_n500_delta0.02,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.07,0.02,constrained_lr,Constrained LR,750,750,1.0,50,0.06666666666666667,0.05093187536986549,0.08681785649436921,curve_run
4x4_ultra_n500_delta0.02,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.07,0.02,expanded_welch,Expanded Welch,750,750,1.0,48,0.064,0.048609354814637365,0.08383422155337723,curve_run
4x4_ultra_n500_delta0.02,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.07,0.02,normal_wald,Normal Wald,750,750,1.0,52,0.06933333333333333,0.05326235016321469,0.08979353719724008,curve_run
4x4_ultra_n500_delta0.035,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.085,0.035,constrained_lr,Constrained LR,750,750,1.0,126,0.168,0.14294973721041548,0.1964339035101828,curve_run
4x4_ultra_n500_delta0.035,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.085,0.035,expanded_welch,Expanded Welch,750,750,1.0,119,0.15866666666666668,0.13426646806300435,0.18654562842082362,curve_run
4x4_ultra_n500_delta0.035,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.085,0.035,normal_wald,Normal Wald,750,750,1.0,127,0.16933333333333334,0.14419265273792353,0.19784406573078478,curve_run
4x4_ultra_n500,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.1,0.05,constrained_lr,Constrained LR,750,750,1.0,221,0.2946666666666667,0.2631522072860197,0.328273819505033,fixed_effect_screen
4x4_ultra_n500,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.1,0.05,expanded_welch,Expanded Welch,750,750,1.0,213,0.284,0.2528916828371846,0.3173097219689876,fixed_effect_screen
4x4_ultra_n500,4x4,4,ultra,Ultra-skewed margins,500,500,0.05,0.1,0.05,normal_wald,Normal Wald,750,750,1.0,221,0.2946666666666667,0.2631522072860197,0.328273819505033,fixed_effect_screen
4x4_ultra_n1000,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.05,0.0,constrained_lr,Constrained LR,750,750,1.0,38,0.0506666666666666,0.0371339239786515,0.0687788749082626,fixed_effect_screen
4x4_ultra_n1000,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.05,0.0,expanded_welch,Expanded Welch,750,750,1.0,36,0.048,0.0348707263459416,0.0657359170447523,fixed_effect_screen
4x4_ultra_n1000,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.05,0.0,normal_wald,Normal Wald,750,750,1.0,38,0.0506666666666666,0.0371339239786515,0.0687788749082626,fixed_effect_screen
4x4_ultra_n1000_delta0.005,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.055,0.005,constrained_lr,Constrained LR,750,750,1.0,34,0.04533333333333334,0.03262003557583651,0.06268045231863743,curve_run
4x4_ultra_n1000_delta0.005,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.055,0.005,expanded_welch,Expanded Welch,750,750,1.0,33,0.044,0.03149969729595624,0.06114771285040764,curve_run
4x4_ultra_n1000_delta0.005,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.055,0.005,normal_wald,Normal Wald,750,750,1.0,33,0.044,0.03149969729595624,0.06114771285040764,curve_run
4x4_ultra_n1000_delta0.01,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,750,750,1.0,65,0.08666666666666667,0.06857887009379854,0.10896702799208688,curve_run
4x4_ultra_n1000_delta0.01,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,750,750,1.0,59,0.07866666666666666,0.061475991861580294,0.10015143973564483,curve_run
4x4_ultra_n1000_delta0.01,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,750,750,1.0,64,0.08533333333333333,0.06739139382418796,0.10750142651358738,curve_run
4x4_ultra_n1000_delta0.02,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.07,0.02,constrained_lr,Constrained LR,750,750,1.0,92,0.12266666666666666,0.10109248183952278,0.14808651544533386,curve_run
4x4_ultra_n1000_delta0.02,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.07,0.02,expanded_welch,Expanded Welch,750,750,1.0,90,0.12,0.09865830025020086,0.14521454153843572,curve_run
4x4_ultra_n1000_delta0.02,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.07,0.02,normal_wald,Normal Wald,750,750,1.0,92,0.12266666666666666,0.10109248183952278,0.14808651544533386,curve_run
4x4_ultra_n1000_delta0.035,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.085,0.035,constrained_lr,Constrained LR,750,750,1.0,259,0.3453333333333333,0.31217033970359753,0.380072641515637,curve_run
4x4_ultra_n1000_delta0.035,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.085,0.035,expanded_welch,Expanded Welch,750,750,1.0,255,0.34,0.3069897195552633,0.3746409506715311,curve_run
4x4_ultra_n1000_delta0.035,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.085,0.035,normal_wald,Normal Wald,750,750,1.0,261,0.348,0.31476241346496403,0.38278672325049057,curve_run
4x4_ultra_n1000,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.1,0.05,constrained_lr,Constrained LR,750,750,1.0,436,0.5813333333333334,0.5456992274215656,0.6161385152131472,fixed_effect_screen
4x4_ultra_n1000,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.1,0.05,expanded_welch,Expanded Welch,750,750,1.0,424,0.5653333333333334,0.5296122623639856,0.6003885472934067,fixed_effect_screen
4x4_ultra_n1000,4x4,4,ultra,Ultra-skewed margins,1000,1000,0.05,0.1,0.05,normal_wald,Normal Wald,750,750,1.0,432,0.576,0.5403327284894401,0.6108927031528324,fixed_effect_screen
5x5_balanced_n25,5x5,5,balanced,Balanced margins,25,25,0.05,0.05,0.0,constrained_lr,Constrained LR,500,500,1.0,13,0.026,0.0152563839233272,0.0439714908342242,fixed_effect_screen
5x5_balanced_n25,5x5,5,balanced,Balanced margins,25,25,0.05,0.05,0.0,expanded_welch,Expanded Welch,500,500,1.0,29,0.058,0.0406837291117572,0.0820561878562549,fixed_effect_screen
5x5_balanced_n25,5x5,5,balanced,Balanced margins,25,25,0.05,0.05,0.0,normal_wald,Normal Wald,500,500,1.0,41,0.082,0.0610190894684689,0.1093548591573887,fixed_effect_screen
5x5_balanced_n25_delta0.005,5x5,5,balanced,Balanced margins,25,25,0.05,0.055,0.005,constrained_lr,Constrained LR,500,500,1.0,24,0.048,0.03246520694135317,0.07042719683589006,curve_run
5x5_balanced_n25_delta0.005,5x5,5,balanced,Balanced margins,25,25,0.05,0.055,0.005,expanded_welch,Expanded Welch,500,500,1.0,38,0.076,0.055869027037427826,0.10259641367396849,curve_run
5x5_balanced_n25_delta0.005,5x5,5,balanced,Balanced margins,25,25,0.05,0.055,0.005,normal_wald,Normal Wald,500,500,1.0,51,0.102,0.07843435210316954,0.13163462290422606,curve_run
5x5_balanced_n25_delta0.01,5x5,5,balanced,Balanced margins,25,25,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,500,500,1.0,19,0.038,0.024460118055830385,0.05858477253064388,curve_run
5x5_balanced_n25_delta0.01,5x5,5,balanced,Balanced margins,25,25,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,500,500,1.0,37,0.074,0.054161184751011976,0.10033475332223055,curve_run
5x5_balanced_n25_delta0.01,5x5,5,balanced,Balanced margins,25,25,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,500,500,1.0,50,0.1,0.07667756273730172,0.1294219096319401,curve_run
5x5_balanced_n25_delta0.02,5x5,5,balanced,Balanced margins,25,25,0.05,0.07,0.02,constrained_lr,Constrained LR,500,500,1.0,14,0.028,0.01675097472075645,0.04644640267494888,curve_run
5x5_balanced_n25_delta0.02,5x5,5,balanced,Balanced margins,25,25,0.05,0.07,0.02,expanded_welch,Expanded Welch,500,500,1.0,36,0.072,0.0524580314181262,0.09806840401696253,curve_run
5x5_balanced_n25_delta0.02,5x5,5,balanced,Balanced margins,25,25,0.05,0.07,0.02,normal_wald,Normal Wald,500,500,1.0,54,0.108,0.08372280963705037,0.13825467328480662,curve_run
5x5_balanced_n25_delta0.035,5x5,5,balanced,Balanced margins,25,25,0.05,0.085,0.035,constrained_lr,Constrained LR,500,500,1.0,15,0.03,0.018263213197913384,0.04890366683594573,curve_run
5x5_balanced_n25_delta0.035,5x5,5,balanced,Balanced margins,25,25,0.05,0.085,0.035,expanded_welch,Expanded Welch,500,500,1.0,32,0.064,0.04569601604478943,0.08895240883768415,curve_run
5x5_balanced_n25_delta0.035,5x5,5,balanced,Balanced margins,25,25,0.05,0.085,0.035,normal_wald,Normal Wald,500,500,1.0,44,0.088,0.06620598447492893,0.11607647206539012,curve_run
5x5_balanced_n25,5x5,5,balanced,Balanced margins,25,25,0.05,0.1,0.05,constrained_lr,Constrained LR,500,500,1.0,14,0.028,0.0167509747207564,0.0464464026749488,fixed_effect_screen
5x5_balanced_n25,5x5,5,balanced,Balanced margins,25,25,0.05,0.1,0.05,expanded_welch,Expanded Welch,500,500,1.0,26,0.052,0.0357302651157052,0.0751011439378455,fixed_effect_screen
5x5_balanced_n25,5x5,5,balanced,Balanced margins,25,25,0.05,0.1,0.05,normal_wald,Normal Wald,500,500,1.0,33,0.066,0.0473785263597738,0.0912394011608535,fixed_effect_screen
5x5_balanced_n50,5x5,5,balanced,Balanced margins,50,50,0.05,0.05,0.0,constrained_lr,Constrained LR,500,500,1.0,33,0.066,0.0473785263597738,0.0912394011608535,fixed_effect_screen
5x5_balanced_n50,5x5,5,balanced,Balanced margins,50,50,0.05,0.05,0.0,expanded_welch,Expanded Welch,500,500,1.0,38,0.076,0.0558690270374278,0.1025964136739684,fixed_effect_screen
5x5_balanced_n50,5x5,5,balanced,Balanced margins,50,50,0.05,0.05,0.0,normal_wald,Normal Wald,500,500,1.0,48,0.096,0.073173504665419,0.1249869624275152,fixed_effect_screen
5x5_balanced_n50_delta0.005,5x5,5,balanced,Balanced margins,50,50,0.05,0.055,0.005,constrained_lr,Constrained LR,500,500,1.0,27,0.054,0.03737435018105752,0.07742656151064709,curve_run
5x5_balanced_n50_delta0.005,5x5,5,balanced,Balanced margins,50,50,0.05,0.055,0.005,expanded_welch,Expanded Welch,500,500,1.0,30,0.06,0.0423483564809462,0.08436106312521979,curve_run
5x5_balanced_n50_delta0.005,5x5,5,balanced,Balanced margins,50,50,0.05,0.055,0.005,normal_wald,Normal Wald,500,500,1.0,39,0.078,0.05758139347616159,0.10485354987338852,curve_run
5x5_balanced_n50_delta0.01,5x5,5,balanced,Balanced margins,50,50,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,500,500,1.0,27,0.054,0.03737435018105752,0.07742656151064709,curve_run
5x5_balanced_n50_delta0.01,5x5,5,balanced,Balanced margins,50,50,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,500,500,1.0,31,0.062,0.044019209142681565,0.08665971310163822,curve_run
5x5_balanced_n50_delta0.01,5x5,5,balanced,Balanced margins,50,50,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,500,500,1.0,40,0.08,0.059298129409852594,0.1071063165778513,curve_run
5x5_balanced_n50_delta0.02,5x5,5,balanced,Balanced margins,50,50,0.05,0.07,0.02,constrained_lr,Constrained LR,500,500,1.0,27,0.054,0.03737435018105752,0.07742656151064709,curve_run
5x5_balanced_n50_delta0.02,5x5,5,balanced,Balanced margins,50,50,0.05,0.07,0.02,expanded_welch,Expanded Welch,500,500,1.0,30,0.06,0.0423483564809462,0.08436106312521979,curve_run
5x5_balanced_n50_delta0.02,5x5,5,balanced,Balanced margins,50,50,0.05,0.07,0.02,normal_wald,Normal Wald,500,500,1.0,40,0.08,0.059298129409852594,0.1071063165778513,curve_run
5x5_balanced_n50_delta0.035,5x5,5,balanced,Balanced margins,50,50,0.05,0.085,0.035,constrained_lr,Constrained LR,500,500,1.0,45,0.09,0.0679425478891394,0.11830941128933344,curve_run
5x5_balanced_n50_delta0.035,5x5,5,balanced,Balanced margins,50,50,0.05,0.085,0.035,expanded_welch,Expanded Welch,500,500,1.0,50,0.1,0.07667756273730172,0.1294219096319401,curve_run
5x5_balanced_n50_delta0.035,5x5,5,balanced,Balanced margins,50,50,0.05,0.085,0.035,normal_wald,Normal Wald,500,500,1.0,59,0.118,0.09259300825150649,0.14923198786111944,curve_run
5x5_balanced_n50,5x5,5,balanced,Balanced margins,50,50,0.05,0.1,0.05,constrained_lr,Constrained LR,500,500,1.0,50,0.1,0.0766775627373017,0.1294219096319401,fixed_effect_screen
5x5_balanced_n50,5x5,5,balanced,Balanced margins,50,50,0.05,0.1,0.05,expanded_welch,Expanded Welch,500,500,1.0,60,0.12,0.0943749001263691,0.1514195986244106,fixed_effect_screen
5x5_balanced_n50,5x5,5,balanced,Balanced margins,50,50,0.05,0.1,0.05,normal_wald,Normal Wald,500,500,1.0,67,0.134,0.1069150018715208,0.1666660153463354,fixed_effect_screen
5x5_balanced_n75,5x5,5,balanced,Balanced margins,75,75,0.05,0.05,0.0,constrained_lr,Constrained LR,500,500,1.0,17,0.034,0.0213345198085321,0.0537713655016345,fixed_effect_screen
5x5_balanced_n75,5x5,5,balanced,Balanced margins,75,75,0.05,0.05,0.0,expanded_welch,Expanded Welch,500,500,1.0,21,0.042,0.0276323101084517,0.0633515857543301,fixed_effect_screen
5x5_balanced_n75,5x5,5,balanced,Balanced margins,75,75,0.05,0.05,0.0,normal_wald,Normal Wald,500,500,1.0,26,0.052,0.0357302651157052,0.0751011439378455,fixed_effect_screen
5x5_balanced_n75_delta0.005,5x5,5,balanced,Balanced margins,75,75,0.05,0.055,0.005,constrained_lr,Constrained LR,500,500,1.0,24,0.048,0.03246520694135317,0.07042719683589006,curve_run
5x5_balanced_n75_delta0.005,5x5,5,balanced,Balanced margins,75,75,0.05,0.055,0.005,expanded_welch,Expanded Welch,500,500,1.0,27,0.054,0.03737435018105752,0.07742656151064709,curve_run
5x5_balanced_n75_delta0.005,5x5,5,balanced,Balanced margins,75,75,0.05,0.055,0.005,normal_wald,Normal Wald,500,500,1.0,30,0.06,0.0423483564809462,0.08436106312521979,curve_run
5x5_balanced_n75_delta0.01,5x5,5,balanced,Balanced margins,75,75,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,500,500,1.0,27,0.054,0.03737435018105752,0.07742656151064709,curve_run
5x5_balanced_n75_delta0.01,5x5,5,balanced,Balanced margins,75,75,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,500,500,1.0,28,0.056,0.03902562068315149,0.0797447936467069,curve_run
5x5_balanced_n75_delta0.01,5x5,5,balanced,Balanced margins,75,75,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,500,500,1.0,33,0.066,0.04737852635977387,0.09123940116085351,curve_run
5x5_balanced_n75_delta0.02,5x5,5,balanced,Balanced margins,75,75,0.05,0.07,0.02,constrained_lr,Constrained LR,500,500,1.0,30,0.06,0.0423483564809462,0.08436106312521979,curve_run
5x5_balanced_n75_delta0.02,5x5,5,balanced,Balanced margins,75,75,0.05,0.07,0.02,expanded_welch,Expanded Welch,500,500,1.0,32,0.064,0.04569601604478943,0.08895240883768415,curve_run
5x5_balanced_n75_delta0.02,5x5,5,balanced,Balanced margins,75,75,0.05,0.07,0.02,normal_wald,Normal Wald,500,500,1.0,35,0.07,0.0507597429450181,0.09579718985191686,curve_run
5x5_balanced_n75_delta0.035,5x5,5,balanced,Balanced margins,75,75,0.05,0.085,0.035,constrained_lr,Constrained LR,500,500,1.0,36,0.072,0.0524580314181262,0.09806840401696253,curve_run
5x5_balanced_n75_delta0.035,5x5,5,balanced,Balanced margins,75,75,0.05,0.085,0.035,expanded_welch,Expanded Welch,500,500,1.0,38,0.076,0.055869027037427826,0.10259641367396849,curve_run
5x5_balanced_n75_delta0.035,5x5,5,balanced,Balanced margins,75,75,0.05,0.085,0.035,normal_wald,Normal Wald,500,500,1.0,44,0.088,0.06620598447492893,0.11607647206539012,curve_run
5x5_balanced_n75,5x5,5,balanced,Balanced margins,75,75,0.05,0.1,0.05,constrained_lr,Constrained LR,500,500,1.0,54,0.108,0.0837228096370503,0.1382546732848066,fixed_effect_screen
5x5_balanced_n75,5x5,5,balanced,Balanced margins,75,75,0.05,0.1,0.05,expanded_welch,Expanded Welch,500,500,1.0,54,0.108,0.0837228096370503,0.1382546732848066,fixed_effect_screen
5x5_balanced_n75,5x5,5,balanced,Balanced margins,75,75,0.05,0.1,0.05,normal_wald,Normal Wald,500,500,1.0,61,0.122,0.0961592783150937,0.1536047230738397,fixed_effect_screen
5x5_balanced_n100,5x5,5,balanced,Balanced margins,100,100,0.05,0.05,0.0,constrained_lr,Constrained LR,500,500,1.0,26,0.052,0.0357302651157052,0.0751011439378455,fixed_effect_screen
5x5_balanced_n100,5x5,5,balanced,Balanced margins,100,100,0.05,0.05,0.0,expanded_welch,Expanded Welch,500,500,1.0,24,0.048,0.0324652069413531,0.07042719683589,fixed_effect_screen
5x5_balanced_n100,5x5,5,balanced,Balanced margins,100,100,0.05,0.05,0.0,normal_wald,Normal Wald,500,500,1.0,26,0.052,0.0357302651157052,0.0751011439378455,fixed_effect_screen
5x5_balanced_n100_delta0.005,5x5,5,balanced,Balanced margins,100,100,0.05,0.055,0.005,constrained_lr,Constrained LR,500,500,1.0,19,0.038,0.024460118055830385,0.05858477253064388,curve_run
5x5_balanced_n100_delta0.005,5x5,5,balanced,Balanced margins,100,100,0.05,0.055,0.005,expanded_welch,Expanded Welch,500,500,1.0,17,0.034,0.02133451980853219,0.053771365501634506,curve_run
5x5_balanced_n100_delta0.005,5x5,5,balanced,Balanced margins,100,100,0.05,0.055,0.005,normal_wald,Normal Wald,500,500,1.0,22,0.044,0.02923395562860718,0.06571944287232845,curve_run
5x5_balanced_n100_delta0.01,5x5,5,balanced,Balanced margins,100,100,0.05,0.060000000000000005,0.01,constrained_lr,Constrained LR,500,500,1.0,23,0.046,0.030845108370816204,0.06807779276827323,curve_run
5x5_balanced_n100_delta0.01,5x5,5,balanced,Balanced margins,100,100,0.05,0.060000000000000005,0.01,expanded_welch,Expanded Welch,500,500,1.0,19,0.038,0.024460118055830385,0.05858477253064388,curve_run
5x5_balanced_n100_delta0.01,5x5,5,balanced,Balanced margins,100,100,0.05,0.060000000000000005,0.01,normal_wald,Normal Wald,500,500,1.0,24,0.048,0.03246520694135317,0.07042719683589006,curve_run
5x5_balanced_n100_delta0.02,5x5,5,balanced,Balanced margins,100,100,0.05,0.07,0.02,constrained_lr,Constrained LR,500,500,1.0,24,0.048,0.03246520694135317,0.07042719683589006,curve_run
5x5_balanced_n100_delta0.02,5x5,5,balanced,Balanced margins,100,100,0.05,0.07,0.02,expanded_welch,Expanded Welch,500,500,1.0,23,0.046,0.030845108370816204,0.06807779276827323,curve_run
5x5_balanced_n100_delta0.02,5x5,5,balanced,Balanced margins,100,100,0.05,0.07,0.02,normal_wald,Normal Wald,500,500,1.0,28,0.056,0.03902562068315149,0.0797447936467069,curve_run
5x5_balanced_n100_delta0.035,5x5,5,balanced,Balanced margins,100,100,0.05,0.085,0.035,constrained_lr,Constrained LR,500,500,1.0,57,0.114,0.08903690099400285,0.1448490898423155,curve_run
5x5_balanced_n100_delta0.035,5x5,5,balanced,Balanced margins,100,100,0.05,0.085,0.035,expanded_welch,Expanded Welch,500,500,1.0,55,0.11,0.0854914151566031,0.14045557040340767,curve_run
5x5_balanced_n100_delta0.035,5x5,5,balanced,Balanced margins,100,100,0.05,0.085,0.035,normal_wald,Normal Wald,500,500,1.0,58,0.116,0.09081365651103794,0.1470418369634342,curve_run
5x5_balanced_n100,5x5,5,balanced,Balanced margins,100,100,0.05,0.1,0.05,constrained_lr,Constrained LR,500,500,1.0,68,0.136,0.1087154434072372,0.1688350764487728,fixed_effect_screen
5x5_balanced_n100,5x5,5,balanced,Balanced margins,100,100,0.05,0.1,0.05,expanded_welch,Expanded Welch,500,500,1.0,65,0.13,0.1033206503646345,0.1623213615769141,fixed_effect_screen
5x5_balanced_n100,5x5,5,balanced,Balanced margins,100,100,0.05,0.1,0.05,normal_wald,Normal Wald,500,500,1.0,74,0.148,0.1195614053892054,0.1818061302957273,fixed_effect_screen
5x5_balanced_n150,5x5,5,balanced,Balanced margins,150,150,0.05,0.05,0.0,constrained_lr,Constrained LR,500,500,1.0,17,0.034,0.0213345198085321,0.0537713655016345,fixed_effect_screen
5x5_balanced_n150,5x5,5,balanced,Balanced margins,150,150,0.05,0.05,0.0,expanded_welch,Expanded Welch,500,500,1.0,15,0.03,0.0182632131979133,0.0489036668359457,fixed_effect_screen
5x5_balanced_n150,5x5,5,balanced,Balanced margins,150,150,0.05,0.05,0.0,normal_wald,Normal Wald,500,500,1.0,19,0.038,0.0244601180558303,0.0585847725306438,fixed_effect_screen
5x5_balanced_n150_delta0.005,5x5,5,balanced,Balanced margins,150,150,0.05,0.055,0.005,constrained_lr,Constrained LR,500,500,1.0,19,0.038,0.024460118055830385,0.05858477253064388,curve_run
