scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,regime,regime_label,variant,method,method_label,valid_replicates,valid_rate,nominal_alpha,rejections,rejection_rate,rejection_rate_low,rejection_rate_high,absolute_calibration_error
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.098,992,0.0992,0.09349408266992934,0.105213730424005,0.0011999999999999927
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.099,1001,0.1001,0.09437018178714811,0.10613694010971901,0.0010999999999999899
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,normal_wald,Normal Wald,10000,1.0,0.1,1011,0.1011,0.09534379707844429,0.10716255682168149,0.0010999999999999899
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.0,0,0.0,0.0,0.00038399837067659573,0.0
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.001,4,0.0004,0.00015556283662307484,0.0010281283353569795,0.0006000000000000001
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.002,18,0.0018,0.0011389279915130562,0.0028436879850291027,0.0002000000000000001
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.003,27,0.0027,0.0018563306257756151,0.003925594153699328,0.0002999999999999999
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.004,33,0.0033,0.002350823409618217,0.004630640571811913,0.0007000000000000001
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.005,41,0.0041,0.0030238546563457033,0.005556994927691345,0.0008999999999999998
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.006,47,0.0047,0.003536501767139378,0.006243887018852858,0.0013
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.007,59,0.0059,0.004577046502138715,0.007602420687763897,0.0011000000000000003
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.008,70,0.007,0.005544619309554507,0.008834003083932618,0.001
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.009,80,0.008,0.006433050051197009,0.00994480434554876,0.0009999999999999992
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.01,89,0.0089,0.007238518896069928,0.010938644303608623,0.0011000000000000003
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.011,106,0.0106,0.008772350992874956,0.012803506612343295,0.0003999999999999993
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.012,113,0.0113,0.009407908789373,0.013567411218126303,0.000700000000000001
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.013,123,0.0123,0.01031929142332744,0.01465526058743051,0.0006999999999999992
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.014,131,0.0131,0.011051026492993674,0.015522911120371194,0.0008999999999999998
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.015,142,0.0142,0.012060574139796658,0.016712518677152722,0.0007999999999999986
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.016,148,0.0148,0.01261275780745284,0.01735987421145173,0.0011999999999999997
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.017,154,0.0154,0.013165934022359623,0.01800623719850013,0.0016000000000000007
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.018,164,0.0164,0.014089949587910894,0.019081453636207512,0.0015999999999999973
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.019,169,0.0169,0.014552860307057098,0.019618158918690627,0.002100000000000001
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.02,180,0.018,0.015573227249600538,0.020796947179731698,0.0020000000000000018
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.021,187,0.0187,0.016223869902920365,0.02154576692869293,0.0023
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.022,196,0.0196,0.017061812083451283,0.022507133551094786,0.0023999999999999994
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.023,214,0.0214,0.018742041849824025,0.02442552139058761,0.0016000000000000007
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.024,229,0.0229,0.020146242156227716,0.026020169089071888,0.0011000000000000003
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.025,235,0.0235,0.020708857111790654,0.02665709333546414,0.0015000000000000013
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.026,246,0.0246,0.02174161464802862,0.027823491002810685,0.0013999999999999985
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.027,254,0.0254,0.022493713338593437,0.028670777914852785,0.0016000000000000007
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.028,266,0.0266,0.023623351594180678,0.02994021806317592,0.001400000000000002
fixed_2x2_d0,0,0,2,2,200,200,0.1,well_sampled,Well sampled,variant_1,simple_welch,Simple Welch,10000,1.0,0.029,274,0.0274,0.02437738667154232,0.030785568588421196,0.0016000000000000007
