anchor_configuration_id,mi_difference,method,rejection_rate_current_5000,rejection_rate_existing_50000,absolute_difference
C3_C3_same_balanced_i0p005_n1000,0.2,simple_welch,1.0,1.0,0.0
C3_C3_same_balanced_i0p005_n1000,0.5,expanded_welch,1.0,1.0,0.0
C3_C3_same_balanced_i0p005_n1000,0.5,normal_wald,1.0,1.0,0.0
C3_C3_same_balanced_i0p005_n1000,0.5,simple_welch,1.0,1.0,0.0
C4_C4_s0p05_i0p0001_n500,0.0,expanded_welch,0.0162,0.01744,0.0012400000000000015
C4_C4_s0p05_i0p0001_n500,0.0,normal_wald,0.1236,0.12218,0.0014200000000000046
C4_C4_s0p05_i0p0001_n500,0.0,simple_welch,0.1236,0.12194,0.0016599999999999948
C4_C4_s0p05_i0p0001_n500,1e-05,expanded_welch,0.0164,0.0169803396067921,0.0005803396067920984
C4_C4_s0p05_i0p0001_n500,1e-05,normal_wald,0.122,0.1205624112482249,0.001437588751775104
C4_C4_s0p05_i0p0001_n500,1e-05,simple_welch,0.122,0.1204224084481689,0.001577591551831098
C4_C4_s0p05_i0p0001_n500,0.0001,expanded_welch,0.0154,0.01522,0.00018000000000000134
C4_C4_s0p05_i0p0001_n500,0.0001,normal_wald,0.1168,0.1102,0.006599999999999995
C4_C4_s0p05_i0p0001_n500,0.0001,simple_welch,0.1162,0.11002,0.006179999999999991
C4_C4_s0p05_i0p0001_n500,0.001,expanded_welch,0.011002200440088018,0.00872,0.002282200440088018
C4_C4_s0p05_i0p0001_n500,0.001,normal_wald,0.0692,0.0668,0.0023999999999999994
C4_C4_s0p05_i0p0001_n500,0.001,simple_welch,0.0692,0.0666,0.002599999999999991
C4_C4_s0p05_i0p0001_n500,0.005,expanded_welch,0.0042,0.005060101202024,0.0008601012020240002
C4_C4_s0p05_i0p0001_n500,0.005,normal_wald,0.0248,0.02514,0.00034
C4_C4_s0p05_i0p0001_n500,0.005,simple_welch,0.0248,0.02496,0.00016000000000000042
C4_C4_s0p05_i0p0001_n500,0.01,expanded_welch,0.0268,0.0264,0.00040000000000000105
C4_C4_s0p05_i0p0001_n500,0.01,normal_wald,0.0718,0.07072,0.0010799999999999976
C4_C4_s0p05_i0p0001_n500,0.01,simple_welch,0.071,0.06966,0.001339999999999994
C4_C4_s0p05_i0p0001_n500,0.02,expanded_welch,0.2146,0.2149842996859937,0.00038429968599368314
C4_C4_s0p05_i0p0001_n500,0.02,normal_wald,0.3502,0.3497,0.0005000000000000004
