configuration_id,pair_id,shape,profile,n_p,n_q,target_mi_p,target_mi_q,section,replicates,pilot_sd,standardized_bias,mean_se2_over_empirical_var,empirical_var_over_first_order,normal_wald_rate,independent_mc_sd_rate,population_first_order_sd_rate,median_combined_df,numerator_se2_correlation
config_6dcb652002aec005,pair_b1768989ebd518b8,3x3,different_skew,100,100,0.0001,0.0001,baseline,20000,0.019980026572903334,-0.017244555905517975,1.487452220279866,97.56625497858982,0.01925,0.05195,0.8313,2.6332983378686095,0.048983816634415145
config_12e7438345ee8df8,pair_b1768989ebd518b8,3x3,different_skew,1000,1000,0.0001,0.0001,baseline,20000,0.002129570618106183,-0.01881593763489634,1.867119876484219,11.08387462271968,0.0014,0.0584,0.4925,3.8931295676666076,-0.004454205982997507
config_49e5583c9361c7f1,pair_db0c88431b1b00a3,3x3,different_skew,20,20,0.001,0.001,baseline,20000,0.09162241810804783,0.32214185961820074,1.2592925790114298,39.3938160028049,0.02855,0.069,0.73565,3.524963382470656,-0.11685380564436937
config_f33e4217f6378252,pair_db0c88431b1b00a3,3x3,different_skew,100,100,0.001,0.001,baseline,20000,0.021116802446114743,-0.027111925221057917,1.5002267615502514,10.462871013467621,0.0148,0.05375,0.50215,2.7824859025875526,-0.0029350166412645306
config_ecfdae8b12240898,pair_db0c88431b1b00a3,3x3,different_skew,1000,1000,0.001,0.001,baseline,20000,0.002863739138995273,-0.004490162802921976,1.5251921987880208,1.924249877458772,0.00385,0.0601,0.14505,5.268990120096977,-0.027441957146667282
config_df3898da9591e460,pair_fb6e4c79f03f599b,3x3,different_skew,50,100,0.02,0.02,imbalance,20000,0.04900997387125381,0.08808887310875957,1.1859660374417769,1.726340054639088,0.0245,0.0578,0.12635,4.480923646922738,0.5185283883639848
config_7b19d45965a304a7,pair_fb6e4c79f03f599b,3x3,different_skew,100,50,0.02,0.02,imbalance,20000,0.04829732384571706,-0.017418308333730353,1.2436997244678447,1.6195089493267316,0.02465,0.05565,0.1129,3.8972680323454707,-0.6083371964953728
config_9fc2a468bce31930,pair_fb6e4c79f03f599b,3x3,different_skew,50,250,0.02,0.02,imbalance,20000,0.04375150026133918,0.14753294563810201,1.2011384175609077,1.7505028270958953,0.05,0.06115,0.12095,3.1250732471868092,0.8076627364865334
config_ccd3944fd0ff64c7,pair_fb6e4c79f03f599b,3x3,different_skew,250,50,0.02,0.02,imbalance,20000,0.04340304472397957,-0.08826671486772525,1.2823287787887314,1.6075627951126368,0.06485,0.0559,0.1023,2.7147119070416785,-0.8507729894361511
config_6231bd53f7a196a6,pair_fb6e4c79f03f599b,3x3,different_skew,50,500,0.02,0.02,imbalance,20000,0.04256924996883828,0.1666588754936048,1.1898727828015199,1.822667926084894,0.0661,0.058,0.1188,2.641044875638512,0.8669718451998738
config_78f6b3c581a859dc,pair_fb6e4c79f03f599b,3x3,different_skew,500,50,0.02,0.02,imbalance,20000,0.04211797756444087,-0.06851876802466304,1.2619427264904097,1.6389449120901458,0.0827,0.05275,0.09205,2.2333920450227724,-0.9005094141007499
config_cd20e34ce03c1ac8,pair_fbd64f5a55f6dd71,3x3,uniform,1000,1000,0.0001,0.0001,convergence,20000,0.002115015607804738,0.007581425279981763,1.8656934937017158,11.185045248845768,0.0009,0.05495,0.4852,3.8755114413615086,0.0013924239091171685
config_e7e41c64b7af57cc,pair_fbd64f5a55f6dd71,3x3,uniform,2500,2500,0.0001,0.0001,convergence,20000,0.0008924533094184545,0.015208541155006883,1.8117495341046521,4.978764789621665,0.0015,0.05985,0.32895,4.15899207845539,0.015591297474263554
config_f325bef53d383d24,pair_fbd64f5a55f6dd71,3x3,uniform,10000,10000,0.0001,0.0001,convergence,20000,0.00028298738263310533,0.008731525214892783,1.4965865853477254,2.002371876197991,0.00415,0.0569,0.15255,5.561781440234803,0.0014485817490287464
config_c443474c0f0e9fee,pair_fbd64f5a55f6dd71,3x3,uniform,50000,50000,0.0001,0.0001,convergence,20000,9.77547253919725e-05,-0.013289248869598704,1.1696190809013556,1.1946924430215866,0.0222,0.0551,0.07635,13.50572299213827,-0.018563992404368377
config_23ef4061c85796d5,pair_915fd4445dd7693e,3x3,uniform,2500,2500,0.02,0.02,convergence,20000,0.005631296464268041,-0.007632142810485946,1.0130549864332588,1.0247655019603656,0.0476,0.0514,0.05425,114.18716018015502,0.0004886769728238994
config_598ceeae8f17f13a,pair_915fd4445dd7693e,3x3,uniform,10000,10000,0.02,0.02,convergence,20000,0.0028028905293318667,-0.004386604262556682,0.9934914584092165,1.015500114897442,0.04965,0.04975,0.0514,443.6398455563087,0.008803501062926796
config_bb510c31243260da,pair_915fd4445dd7693e,3x3,uniform,50000,50000,0.02,0.02,convergence,20000,0.0012387731107985074,-0.006060950698628083,1.0099331069571629,0.9917934793532255,0.0483,0.05015,0.04875,2202.059166557755,-0.00021877854191620815
config_ca93ec8d4d26e366,pair_86bf50be067b57d9,3x3,same_skew,1000,1000,0.0001,0.0001,convergence,20000,0.002141356214048283,0.0030544003725758414,1.8357588234633275,11.124112649716096,0.00325,0.05845,0.4912,3.86000611290072,-0.00024475355455471753
config_5588eca2b960914a,pair_86bf50be067b57d9,3x3,same_skew,2500,2500,0.0001,0.0001,convergence,20000,0.0009015596603948895,-0.0032618742293347657,1.8001011949861534,4.92965462369187,0.0009,0.0569,0.32255,4.055487827917645,0.008872668548688178
config_a47d6639d81ebc58,pair_86bf50be067b57d9,3x3,same_skew,10000,10000,0.0001,0.0001,convergence,20000,0.0002871541822789139,0.004032921310371353,1.487064605131076,2.0004045511762336,0.00355,0.05895,0.1521,5.38882970332349,0.004708860029940186
config_9fea7732d7e0e591,pair_86bf50be067b57d9,3x3,same_skew,50000,50000,0.0001,0.0001,convergence,20000,9.966759425919661e-05,0.01743327023553913,1.1582498876950986,1.2049402099320219,0.0213,0.05145,0.07305,12.858491041579288,0.030157143005521164
config_8a9473a31130f075,pair_40257b980c2277a5,3x3,same_skew,2500,2500,0.02,0.02,convergence,20000,0.006359289833422757,-0.006907564395924081,1.0153700847158689,1.0182811269323884,0.04485,0.048,0.05025,78.87006958152953,-0.0016826572983134537
config_959d3cf95560b984,pair_40257b980c2277a5,3x3,same_skew,10000,10000,0.02,0.02,convergence,20000,0.0031359922688676553,0.00116469841621558,1.0179886171206918,0.9905135353534049,0.0479,0.0509,0.0497,304.7228310884306,0.0029300370675976227
config_5abd2daf2de06412,pair_40257b980c2277a5,3x3,same_skew,50000,50000,0.02,0.02,convergence,20000,0.0014016250472757656,-0.012644846457364037,1.0131652240425477,0.9893367729425372,0.04825,0.05,0.04855,1512.4502944857081,0.007022801781016771
config_6d9fff8edb10e0f4,pair_b1768989ebd518b8,3x3,different_skew,2500,2500,0.0001,0.0001,convergence,20000,0.000895847455487533,-0.0022729797460795407,1.82405409538884,4.903606926621799,0.0019,0.0597,0.3192,4.094385495781601,0.011681077541903355
config_e3771cdbcb1f3841,pair_b1768989ebd518b8,3x3,different_skew,10000,10000,0.0001,0.0001,convergence,20000,0.0002886612382444512,-0.0013048728946133963,1.4646682647080342,2.0365001794396282,0.0045,0.05685,0.15145,5.42298492003204,-0.021795556296248256
config_4b264e8869c98a0d,pair_b1768989ebd518b8,3x3,different_skew,50000,50000,0.0001,0.0001,convergence,20000,9.895178273514476e-05,-0.007695747748307025,1.165693743155542,1.196533224860077,0.02275,0.0543,0.0751,13.00182552319903,-0.01932419168515162
config_81944c9ff51f3462,pair_fb6e4c79f03f599b,3x3,different_skew,2500,2500,0.02,0.02,convergence,20000,0.006204565591834853,0.0015661781335506062,1.0139533202878859,1.0196154510724968,0.0459,0.05,0.0519,83.23350707924402,-0.10144055606583584
config_153e23371f2003d0,pair_fb6e4c79f03f599b,3x3,different_skew,10000,10000,0.02,0.02,convergence,20000,0.003072441540987669,0.015263529688618398,1.0094131669065578,1.0000941708427806,0.05035,0.0524,0.0524,322.85201441412187,-0.11187205356316894
config_601557d6681209eb,pair_fb6e4c79f03f599b,3x3,different_skew,50000,50000,0.02,0.02,convergence,20000,0.0013618024340392278,0.008448106696330053,1.0196806334856943,0.9823626811070432,0.0493,0.0529,0.05105,1598.2133688494368,-0.11350506822724024
config_19bd4fb4c8f30e39,pair_8a97b40b75d5d5c1,8x8,uniform,1000,1000,0.0001,0.0001,convergence,20000,0.007133827379363032,0.0013148984725016356,1.8826294167412119,127.33704170369926,0.00595,0.04995,0.85985,53.124534533012046,0.006046566571406832
config_09c7f9572fbd5402,pair_8a97b40b75d5d5c1,8x8,uniform,2500,2500,0.0001,0.0001,convergence,20000,0.0028407565718763495,0.008371171997047549,1.9423602587226594,50.47979845741116,0.00535,0.0495,0.7757,50.80591652588436,0.003020663991664916
config_149a74d7dd9cfae3,pair_8a97b40b75d5d5c1,8x8,uniform,10000,10000,0.0001,0.0001,convergence,20000,0.00072721101297983,-0.001537512208010896,1.925232649863169,13.232151299650239,0.0064,0.055,0.5918,51.05723603816183,-0.005828348087200156
config_29446fdb6da0e63a,pair_8a97b40b75d5d5c1,8x8,uniform,50000,50000,0.0001,0.0001,convergence,20000,0.00016823506307745093,-0.004734391427359315,1.6655795960057171,3.540891330348074,0.00915,0.04905,0.28355,58.77514885991804,0.004608027031421823
config_0bbd250a1b807aa4,pair_57c0709ba92e2e9a,8x8,uniform,2500,2500,0.02,0.02,convergence,20000,0.005792084684221518,0.0028349951079686725,1.197871045328527,1.3102791358897958,0.03125,0.05025,0.08595,167.36789152318448,0.009546022659838083
config_0b3ac87d37208e75,pair_57c0709ba92e2e9a,8x8,uniform,10000,10000,0.02,0.02,convergence,20000,0.0026192384993633574,0.0026393254358489846,1.0678387445789694,1.071776184335182,0.04425,0.05125,0.0596,527.2794967936996,-6.528378966946276e-05
config_814a03269c303f6a,pair_57c0709ba92e2e9a,8x8,uniform,50000,50000,0.02,0.02,convergence,20000,0.001141648347005248,-0.01788079403447799,1.010372674107183,1.0180959734472355,0.05025,0.051,0.0532,2457.792291174613,-0.0030187668732206676
config_8cadd2e72ddf5a71,pair_59641391e1eee31f,8x8,same_skew,1000,1000,0.0001,0.0001,convergence,20000,0.005462668388252011,0.0037912947541377,1.9397738041546146,65.97958754288976,0.00485,0.0484,0.80525,16.15668712369709,0.016039767009635254
config_68cc993e896bc5ca,pair_59641391e1eee31f,8x8,same_skew,2500,2500,0.0001,0.0001,convergence,20000,0.003010512134249732,0.005242702680149786,1.2580225572951513,50.09803527139159,0.02695,0.0495,0.78175,25.375553530309187,-0.00612426217640845
config_64c55c2d850421ac,pair_59641391e1eee31f,8x8,same_skew,10000,10000,0.0001,0.0001,convergence,20000,0.0007522523141448768,0.003928475310352659,1.7624739855767146,12.512007219762358,0.0089,0.05215,0.56915,48.042548009046826,-0.015021557694498882
config_d0147e37715090b0,pair_59641391e1eee31f,8x8,same_skew,50000,50000,0.0001,0.0001,convergence,20000,0.00016895808655063288,-0.0026773062747183223,1.6934556576159632,3.1559338441469995,0.00925,0.0528,0.26835,54.85808097364479,-0.0021863094191551338
config_648642d038fe4b63,pair_6271495019b80969,8x8,same_skew,2500,2500,0.02,0.02,convergence,20000,0.008037620826131785,0.010290008850876348,1.0224785109232737,1.173583266635271,0.0454,0.04995,0.06855,76.13984855999047,0.01042872545058131
config_150305dae16ea913,pair_6271495019b80969,8x8,same_skew,10000,10000,0.02,0.02,convergence,20000,0.00376327265783674,4.963486909576736e-05,1.036510404598307,1.0290826139822562,0.04715,0.05175,0.0549,247.26734550692572,0.008473199070979287
config_201acf17fbfeb25d,pair_6271495019b80969,8x8,same_skew,50000,50000,0.02,0.02,convergence,20000,0.001669663650052656,-0.014014069130628483,1.001521093008353,1.0128540284652356,0.04965,0.0506,0.0518,1123.6920348749923,0.0035852270756336567
config_5c383040a59e8425,pair_84b4c2fa979853ff,8x8,different_skew,1000,1000,0.0001,0.0001,convergence,20000,0.0064581878875045575,0.10096846285195814,1.5054304034841859,94.19584683542506,0.01665,0.05165,0.8392,20.647427323721367,-0.003948636683442851
config_f78d6e8ba0463d8a,pair_84b4c2fa979853ff,8x8,different_skew,2500,2500,0.0001,0.0001,convergence,20000,0.0030251105202227855,-0.2691618292271634,1.4147784499293943,51.6693387778409,0.02345,0.05865,0.78925,34.29472612785331,0.11599422554092796
config_cfdb626817d9bb2e,pair_84b4c2fa979853ff,8x8,different_skew,10000,10000,0.0001,0.0001,convergence,20000,0.0007472069145273783,-0.0564730415974425,1.8014004751879658,12.609334551291639,0.0079,0.05095,0.57525,49.08320664383237,0.01739335912267784
config_755168891c29f0f1,pair_84b4c2fa979853ff,8x8,different_skew,50000,50000,0.0001,0.0001,convergence,20000,0.00016950304371014249,0.0010118946310451137,1.6752918638010952,3.244407598459635,0.01,0.0491,0.27435,55.715330015817315,-0.01486176416464473
config_c83293765a08d6cf,pair_3081fe9cc66e6ec5,8x8,different_skew,2500,2500,0.02,0.02,convergence,20000,0.007744842135836542,-0.10301184908516725,1.0701548322457841,1.161084831716899,0.04265,0.0523,0.0719,83.39181694549684,-0.11166794443372723
config_1f62b4f87f0fe5f1,pair_3081fe9cc66e6ec5,8x8,different_skew,10000,10000,0.02,0.02,convergence,20000,0.003664791973503636,-0.014855141305645435,1.0324946748700066,1.0399140795690258,0.0484,0.05315,0.0573,257.90783034281515,-0.1036278483795166
config_1ec09212c938ce11,pair_3081fe9cc66e6ec5,8x8,different_skew,50000,50000,0.02,0.02,convergence,20000,0.001623376007498774,0.002769486542910845,0.9946510313196241,1.0202510573368493,0.05235,0.05135,0.0536,1164.2767722659419,-0.12576544968666378
config_001f81d34c1b821e,pair_f7bc22e75aacc70b,3x3,different_skew,1000,1000,0.0001,0.0001,convergence,20000,0.002133726087237769,-0.006523476419871357,1.8182395050802416,11.392831865011972,0.0028,0.05455,0.49625,4.009690502822387,0.01563732639764613
config_1a1507574935f1ba,pair_f7bc22e75aacc70b,3x3,different_skew,2500,2500,0.0001,0.0001,convergence,20000,0.0009000229345618457,5.200386858855625e-05,1.767382046400246,5.067590525765659,0.002,0.0592,0.3304,4.207782703879741,-0.0026267340645000016
config_584559a5320310d6,pair_f7bc22e75aacc70b,3x3,different_skew,10000,10000,0.0001,0.0001,convergence,20000,0.0002841770464101448,0.004199666163997986,1.4795359010234013,2.0208419391994736,0.0038,0.0537,0.1493,5.586477942912696,0.01285537521977059
config_ee9be91e1ce058c9,pair_f7bc22e75aacc70b,3x3,different_skew,50000,50000,0.0001,0.0001,convergence,20000,9.79034358865788e-05,-0.005572099806522373,1.1651208729100082,1.1992789901026861,0.0211,0.05085,0.07175,13.502991314874471,0.0006048321786393331
config_a536c299984ab75a,pair_7ec3afc29050afcc,8x8,different_skew,1000,1000,0.0001,0.0001,convergence,20000,0.006389135435500485,0.09764917123115842,1.5126805325455384,103.2123555732633,0.0169,0.0515,0.8477,20.460482993210782,-0.004328404265270524
config_20df213118bd0617,pair_7ec3afc29050afcc,8x8,different_skew,2500,2500,0.0001,0.0001,convergence,20000,0.0030195163948454748,-0.27204872555435355,1.3977518487104112,57.631814590577044,0.02525,0.0554,0.80545,34.269136701184024,0.12627982519940098
config_5aaa53d6c1c542dc,pair_7ec3afc29050afcc,8x8,different_skew,10000,10000,0.0001,0.0001,convergence,20000,0.0007462465596105066,-0.059771739166614296,1.783673804396562,14.080308980432218,0.0078,0.0504,0.59735,50.14028981523924,0.02592302072620009
config_1c78c4ece2ef7df5,pair_7ec3afc29050afcc,8x8,different_skew,50000,50000,0.0001,0.0001,convergence,20000,0.00016730782725769526,-0.00530086297838082,1.6723211302507546,3.538751155442695,0.0087,0.0483,0.28375,58.517312643604626,0.006001503726647637
